Line Number	Verse Reference	Word	Full Line
12505	ΒΑΣΙΛΕΙΩΝ Δ 22:8	Σαπφὰν	\vs{8}Καὶ εἶπε Χελκίας ὁ ἱερεὺς ὁ μέγας πρὸς Σαπφὰν τὸν γραμματέα, βιβλίον τοῦ νόμου εὗρον ἐν οἴκῳ Κυρίου· καὶ ἔδωκε Χελκίας τὸ βιβλίον πρὸς Σαπφὰν, καὶ ἀνέγνω αὐτό.
12505	ΒΑΣΙΛΕΙΩΝ Δ 22:8	Σαπφὰν	\vs{8}Καὶ εἶπε Χελκίας ὁ ἱερεὺς ὁ μέγας πρὸς Σαπφὰν τὸν γραμματέα, βιβλίον τοῦ νόμου εὗρον ἐν οἴκῳ Κυρίου· καὶ ἔδωκε Χελκίας τὸ βιβλίον πρὸς Σαπφὰν, καὶ ἀνέγνω αὐτό.
12507	ΒΑΣΙΛΕΙΩΝ Δ 22:10	Σαπφὰν	\vs{10}Καὶ εἶπε Σαπφὰν ὁ γραμματεὺς πρὸς τὸν βασιλέα, λέγων, βιβλίον ἔδωκέ μοι Χελκίας ὁ ἱερεύς· καὶ ἀνέγνω αὐτὸ Σαπφὰν ἐνώπιον τοῦ βασιλέως.
12507	ΒΑΣΙΛΕΙΩΝ Δ 22:10	Σαπφὰν	\vs{10}Καὶ εἶπε Σαπφὰν ὁ γραμματεὺς πρὸς τὸν βασιλέα, λέγων, βιβλίον ἔδωκέ μοι Χελκίας ὁ ἱερεύς· καὶ ἀνέγνω αὐτὸ Σαπφὰν ἐνώπιον τοῦ βασιλέως.
12509	ΒΑΣΙΛΕΙΩΝ Δ 22:12	Σαπφὰν	\vs{12}Καὶ ἐνετείλατο ὁ βασιλεὺς τῷ Χελκίᾳ τῷ ἱερεῖ, καὶ τῷ Ἀχικὰμ υἱῷ Σαπφὰν, καὶ τῷ Ἀχοβὼρ υἱῷ Μιχαίου, καὶ τῷ Σαπφὰν τῷ γραμματεῖ, καὶ τῷ Ἀσαΐᾳ δούλῳ τοῦ βασιλέως, λέγων,
12509	ΒΑΣΙΛΕΙΩΝ Δ 22:12	Σαπφὰν	\vs{12}Καὶ ἐνετείλατο ὁ βασιλεὺς τῷ Χελκίᾳ τῷ ἱερεῖ, καὶ τῷ Ἀχικὰμ υἱῷ Σαπφὰν, καὶ τῷ Ἀχοβὼρ υἱῷ Μιχαίου, καὶ τῷ Σαπφὰν τῷ γραμματεῖ, καὶ τῷ Ἀσαΐᾳ δούλῳ τοῦ βασιλέως, λέγων,
12512	ΒΑΣΙΛΕΙΩΝ Δ 22:14	Σαπφὰν	\vs{14}Καὶ ἐπορεύθη Χελκίας ὁ ἱερεὺς, καὶ Ἀχικὰμ, καὶ Ἀχοβὼρ, καὶ Σαπφὰν, καὶ Ἀσαΐας πρὸς Ὄλδαν τὴν προφῆτιν μητέρα Σελλὴμ υἱοῦ Θεκουαὺ υἱοῦ Ἀρὰς τοῦ ἱματιοφύλακος· καὶ αὕτη κατῴκει ἐν Ἰερουσαλὴμ ἐν τῇ Μασενᾷ· καὶ ἐλάλησαν πρὸς αὐτήν.
12597	ΒΑΣΙΛΕΙΩΝ Δ 25:1	ἐννάτῳ	Καὶ ἐγενήθη ἐν τῷ ἔτει τῷ ἐννάτῳ τῆς βασιλείας αὐτοῦ ἐν τῷ μηνὶ τῷ δεκάτῳ, ἦλθε Ναβουχοδονόσορ ὁ βασιλεὺς Βαβυλῶνος, καὶ πᾶσα ἡ δύναμις αὐτοῦ ἐπὶ Ἱερουσαλήμ· καὶ παρενέβαλεν ἐπʼ αὐτὴν, καὶ ᾠκοδόμησεν ἐπʼ αὐτὴν περίτειχος κύκλῳ.
12598	ΒΑΣΙΛΕΙΩΝ Δ 25:2	ἐννάτῃ	\vs{2}Καὶ ἦλθεν ἡ πόλις ἐν περιοχῇ ἕως τοῦ ἑνδεκάτου ἔτους τοῦ βασιλέως Σεδεκίου ἐννάτῃ τοῦ μηνός.
12629	ΒΑΣΙΛΕΙΩΝ Δ 25:27	Εὐιαλμαρωδὲκ	\vs{27}Καὶ ἐγενήθη ἐν τῷ τριακοστῷ καὶ ἑβδόμῳ ἔτει τῆς ἀποικίας τοῦ Ἰωαχὶμ βασιλέως Ἰούδα, ἐν τῷ δωδεκάτῳ μηνὶ, ἑβδόμῃ καὶ εἰκάδι τοῦ μηνὸς, ὕψωσεν Εὐιαλμαρωδὲκ βασιλεὺς Βαβυλῶνος ἐν τῷ ἐνιαυτῷ τῆς βασιλείας αὐτοῦ τὴν κεφαλὴν Ἰωαχὶμ τοῦ βασιλέως Ἰούδα, καὶ ἐξήγαγεν αὐτὸν ἐξ οἴκου φυλακῆς αὐτοῦ.
12688	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 1:54	Ζαφωΐν	\vs{54}ἡγεμὼν Μαγεδιὴλ, ἡγεμὼν Ζαφωΐν· οὗτοι ἡγεμόνες Ἐδώμ.
12710	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 2:16	Ἀβισὰ	\vs{16}Καὶ ἡ ἀδελφὴ αὐτῶν Σαρουία, καὶ Ἀβιγαία· καὶ υἱοὶ Σαρουία, Ἀβισὰ, καὶ Ἰωὰβ, καὶ Ἀσαὴλ, τρεῖς.
12725	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 2:29	Ἀβιχαία	\vs{29}Καὶ ὄνομα τῆς γυναικὸς Ἀβισοὺρ, Ἀβιχαία· καὶ ἔτεκεν αὐτῷ τὸν Ἀχαβὰρ, καὶ τὸν Μωήλ.
12728	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 2:32	Ἀχισαμὰς	\vs{32}Καὶ υἱοὶ Δαδαὶ, Ἀχισαμὰς, Ἰεθὲρ, Ἰωνάθαν· καὶ ἀπέθανεν Ἰεθὲρ οὐκ ἔχων τέκνα.
12744	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 2:46	Μοσὰ	\vs{46}Καὶ Γαιφὰ ἡ παλλακὴ Χαλὲβ ἐγέννησε τὸν Ἀρὰμ, καὶ τὸν Μοσὰ, καὶ τὸν Γεζουέ.
12751	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 2:52	Αἰσὶ	\vs{52}Καὶ ἦσαν υἱοὶ τῷ Σωβὰλ πατρὶ Καριαθιαρὶμ Ἀραὰ, καὶ Αἰσὶ, καὶ Ἀμμανὶθ,
12753	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 2:54	Μαλαθὶ	\vs{54}Υἱοὶ Σαλωμὼν Βαιθαλαὲμ, ὁ Νετωφατὶ, Ἀταρὼθ οἴκου Ἰωὰβ, καὶ ἥμισυ τῆς Μαλαθὶ, Ἠσαρὶ·
12753	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 2:54	Ἠσαρὶ	\vs{54}Υἱοὶ Σαλωμὼν Βαιθαλαὲμ, ὁ Νετωφατὶ, Ἀταρὼθ οἴκου Ἰωὰβ, καὶ ἥμισυ τῆς Μαλαθὶ, Ἠσαρὶ·
12762	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 3:6	Ἐλιφαλὴθ	\vs{6}Καὶ Ἐβαὰρ, καὶ Ἐλισὰ, καὶ Ἐλιφαλὴθ,
12777	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 3:19	Σαλωμεθὶ	\vs{19}Καὶ υἱοὶ Φαδαΐας, Ζοροβάβελ, καὶ Σεμεΐ· καὶ υἱοὶ Ζοροβάβελ, Μοσολλὰμ, καὶ Ἀνανία, καὶ Σαλωμεθὶ ἀδελφὴ αὐτῶν,
12789	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 4:2	Ἀραθί	\vs{2}καὶ Ῥάδα υἱὸς αὐτοῦ· καὶ Σουβὰλ ἐγέννησε τὸν Ἰέθ· καὶ Ἰὲθ ἐγέννησε τὸν Ἀχιμαῒ, καὶ τὸν Λαάδ· αὗται αἱ γενέσεις τοῦ Ἀραθί.
12808	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 4:19	Ναχαῒμ	\vs{19}Καὶ υἱοὶ γυναικὸς τῆς Ἰδουίας ἀδελφῆς Ναχαῒμ πατρὸς Κεϊλὰ, Γαρμὶ, καὶ Ἐσθαιμὼν Νωχαθί.
12808	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 4:19	Νωχαθί	\vs{19}Καὶ υἱοὶ γυναικὸς τῆς Ἰδουίας ἀδελφῆς Ναχαῒμ πατρὸς Κεϊλὰ, Γαρμὶ, καὶ Ἐσθαιμὼν Νωχαθί.
12811	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 4:21	Ἐφραθαβὰκ	\vs{21}Υἱοὶ Σηλὼμ υἱοῦ Ἰούδα, Ἢρ πατὴρ Ληχὰβ, καὶ Λααδὰ πατὴρ Μαρισά· καὶ γενέσεις οἰκείων Ἐφραθαβὰκ τῷ οἴκῳ Ἐσοβὰ,
12822	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 4:31	Βαιθμαριμὼθ	\vs{31}καὶ ἐν Βαιθμαριμὼθ, καὶ Ἡμισουσεωσὶν, καὶ οἴκου Βαρουσεωρίμ· αὗται αἱ πόλεις αὐτῶν ἕως βασιλέως Δαυίδ.
12834	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 4:42	Φαλαεττία	\vs{42}Καὶ ἐξ αὐτῶν ἀπὸ τῶν υἱῶν Συμεὼν ἐπορεύθησαν εἰς ὄρος Σηὶρ ἄνδρες πεντακόσιοι, καὶ Φαλαεττία, καὶ Νωαδία, καὶ Ῥαφαΐα, καὶ Ὀζιὴλ υἱοὶ Ἰεσὶ ἄρχοντες αὐτῶν.
12851	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 5:12	Ἰανὶν	\vs{12}Ἰωὴλ πρωτότοκος, καὶ Σαφὰμ ὁ δεύτερος, καὶ Ἰανὶν ὁ γραμματεὺς ἐν Βασάν.
12853	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 5:14	Ἀβιχαία	\vs{14}Οὗτοι υἱοὶ Ἀβιχαία υἱοῦ Οὐρὶ, υἱοῦ Ἰδαῒ, υἱοῦ Γαλαὰδ, υἱοῦ Μιχαὴλ, υἱοῦ Ἰεσαῒ, υἱοῦ Ἰεδδαῒ, υἱοῦ Βοὺζ ἀδελφοῦ
12896	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 6:10	Ἀμεσσὶ	\vs{10}Καὶ υἱοὶ Ἑλκανὰ, Ἀμεσσὶ, καὶ Ἀχιμὼθ,
12897	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 6:11	Καιναὰθ	\vs{11}Ἑλκανὰ υἱὸς αὐτοῦ, Σουφὶ υἱὸς αὐτοῦ, Καιναὰθ υἱὸς αὐτοῦ,
12975	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 7:11	καίδεκα	\vs{11}Πάντες οὗτοι υἱοὶ ʼΙεδιὴλ, ἄρχοντες τῶν πατριῶν ἰσχυροὶ δυνάμει, ἑπτα καίδεκα χιλιάδες καὶ διακόσιοι, ἐκπορευόμενοι δυνάμει πολεμεῖν.
13005	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 7:36	Βαρὶν	\vs{36}Υἱοὶ Σωφὰς, Σουὲ, καὶ Ἁρναφὰρ, καὶ Σουδὰ, καὶ Βαρὶν, καὶ ʼΙμρὰν,
13008	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 7:39	Ολὰ	\vs{39}καὶ υἱοὶ ʼΟλὰ, Ὀρὲχ, Ἀνιὴλ, καὶ Ῥασιά.
13018	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 8:6	Μαχαναθὶ	\vs{6}Οὗτοι υἱοὶ Ἀὼδ, οὗτοί εἰσιν ἄρχοντες πατριῶν τοῖς κατοικοῦσι Γαβεέ· καὶ μετῴκισαν αὐτοὺς εἰς Μαχαναθὶ,
13026	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 8:12	Λὼδ	\vs{12}Καὶ υἱοὶ Ἀλφαὰλ, Ὠβὴδ, Μισαὰλ, Σεμμήρ· οὗτος ᾠκοδόμησε τὴν Ὠνὰν, καὶ τὴν Λὼδ καὶ τὰς κώμας αὐτῆς·
13035	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 8:21	Σαμαΐθ	\vs{21}καὶ Ἀδαΐα, καὶ Βαραΐα, καὶ Σαμαρὰθ, υἱοὶ Σαμαΐθ.
13078	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 9:16	Νωτεφατί	\vs{16}Καὶ Ἀβδία υἱὸς Σαμία, υἱοῦ Γαλαὰλ, υἱοῦ Ἰδιθοὺν, καὶ Βαραχία υἱὸς Ὀσσὰ, υἱοῦ Ἑλκανὰ, ὁ κατοικῶν ἐν ταῖς κώμαις Νωτεφατί.
13154	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 11:20	Ἀβισὰ	\vs{20}Καὶ Ἀβισὰ ἀδελφὸς Ἰωὰβ, οὗτος ἦν ἄρχων τῶν τριῶν· οὗτος ἐσπάσατο τὴν ῥομφαίαν αὐτοῦ ἐπὶ τριακοσίους τραυματίας ἐν καιρῷ ἑνὶ, καὶ οὗτος ἦν ὀνομαστὸς ἐν τοῖς τρισίν.
13165	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 11:29	Ἀχωνὶ	\vs{29}Σοβοχαὶ ὁ Οὐσαθὶ, Ἠλὶ ὁ Ἀχωνὶ,
13168	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 11:32	Ναχαλὶ	\vs{32}Οὐρὶ ἐκ Ναχαλὶ Γάας, Ἀβιὴλ ὁ Γαραβαιθὶ,
13172	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 11:36	Φελλωνὶ	\vs{36}ὁ Μεχωραθρὶ, Ἀχία ὁ Φελλωνὶ,
13173	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 11:37	Ἀζοβαὶ	\vs{37}ʼΗσερὲ ὁ Χαρμαδαῒ, Νααραὶ υἱὸς Ἀζοβαὶ,
13183	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 11:47	Δαλιὴλ	\vs{47}Δαλιὴλ, καὶ Ὠβὴθ, καὶ Ἰεσσειὴλ ὁ Μεσωβία.
13183	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 11:47	Ἰεσσειὴλ	\vs{47}Δαλιὴλ, καὶ Ὠβὴθ, καὶ Ἰεσσειὴλ ὁ Μεσωβία.
13259	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 14:5	Ἐλιφαλὴθ	\vs{5}καὶ Βαὰρ, καὶ Ἐλισὰ, καὶ Ἐλιφαλὴθ,
13284	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 15:8	Ἐλισαφὰτ	\vs{8}Τῶν υἱῶν Ἐλισαφὰτ, Σεμεῒ ὁ ἄρχων καὶ οἱ ἀδελφοὶ αὐτοῦ, διακόσιοι.
13296	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 15:18	Ἐλιφενὰ	\vs{18}Καὶ μετʼ αὐτῶν οἱ ἀδελφοὶ αὐτῶν οἱ δεύτεροι, Ζαχαρίας, καὶ Ὀζιὴλ, καὶ Σεμιραμὼθ, καὶ Ἰεϊὴλ, καὶ Ἐλιωὴλ, καὶ Ἐλιὰβ, καὶ Βαναία, καὶ Μαασαΐα, καὶ Ματθαθία, καὶ Ἐλιφενὰ, καὶ Μακελλία, καὶ Ἀβδεδὸμ, καὶ Ἰεϊὴλ, καὶ Ὀζίας, οἱ πυλωροί.·
13296	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 15:18	Μακελλία	\vs{18}Καὶ μετʼ αὐτῶν οἱ ἀδελφοὶ αὐτῶν οἱ δεύτεροι, Ζαχαρίας, καὶ Ὀζιὴλ, καὶ Σεμιραμὼθ, καὶ Ἰεϊὴλ, καὶ Ἐλιωὴλ, καὶ Ἐλιὰβ, καὶ Βαναία, καὶ Μαασαΐα, καὶ Ματθαθία, καὶ Ἐλιφενὰ, καὶ Μακελλία, καὶ Ἀβδεδὸμ, καὶ Ἰεϊὴλ, καὶ Ὀζίας, οἱ πυλωροί.·
13328	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 16:15	Μνημονεύωμεν	\vs{15}Μνημονεύωμεν εἰς αἰῶνα διαθήκης αὐτοῦ, λόγον αὐτοῦ ὃν ἐνετείλατο εἰς χιλίας γενεὰς,
13412	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 18:12	Ἀβεσὰ	\vs{12}Καὶ Ἀβεσὰ υἱὸς Σαρουίας ἐπάταξε τὴν Ἰδουμαίαν ἐν κοιλάδι τῶν ἁλῶν, ὀκτὼκαὶδεκα χιλιάδας.
13509	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 22:11	υἱέμου	\vs{11}Καὶ νῦν, υἱέμου, ἔσται μετὰ σοῦ Κύριος, καὶ εὐοδώσει, καὶ οἰκοδομήσεις οἶκον τῷ Κυρίῳ Θεῷ σου. ὡς ἐλάλησε περὶ σοῦ.
13528	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 23:6	Μαραρί	\vs{6}καὶ διεῖλεν αὐτοὺς Δαυὶδ ἐφημερίας τοῖς υἱοῖς Λευῖ, τῷ Γεδσών, Καάθ, καὶ Μαραρί·
13530	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 23:8	Ζηθὸμ	\vs{8}γἱοὶ τῷ Ἐδάν, ἄρχων Ἰεϊὴλ, καὶ Ζηθὸμ, καὶ Ἰωήλ, καὶ τρεῖς.
13549	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 23:24	λειτουργείας	\vs{24}Οὗτοι υἱοὶ Λευὶ κατʼ οἴκους πατριῶν αὐτῶν, ἄρχοντες τῶν πατριῶν αὐτῶν κατὰ τὴν ἐπίσκεψιν αὐτῶν, κατὰ τὸν ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, ποιοῦντες τὰ ἔργα λειτουργείας οἴκου Κυρίου ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω.
13553	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 23:28	λειτουργείας	\vs{28}Ὅτι ἔστησεν αὐτοὺς ἐπὶ χειρὶ Ἀαρὼν, τοῦ λειτουργεῖν ἐν οἴκῳ Κυρίου ἐπὶ τὰς αὐλὰς, καὶ ἐπὶ τὰ παστοφόρια, καὶ ἐπὶ τὸν καθαρισμὸν τῶν πάντων ἁγίων, καὶ ἐπὶ τὰ ἔργα λειτουργείας οἴκου τοῦ Θεοῦ,
13571	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 24:9	Μεϊαμὶν	\vs{9}τῷ Μελχίᾳ ὁ πέμπτος, τῷ Μεϊαμὶν ὁ ἕκτος,
13576	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 24:14	Χηζὶν	\vs{14}τῷ Ἐμμὴρ ὁ ἑκκαιδέκατος, τῷ Χηζὶν ὁ ἑπτακαιδέκατος,
13686	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 27:12	ἐννάτῳ	\vs{12}Ὁ ἔννατος τῷ μηνὶ τῷ ἐννάτῳ Ἀβιέζερ ὁ ἐξ Ἀναθὼθ ὁ ἐκ γῆς Βενιαμὶν, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ τέσσαρες καὶ εἴκοσι χιλιάδες.
13689	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 27:15	Χολδία	\vs{15}Ὁ δωδέκατος εἰς τὸν μῆνα τὸν δωδέκατον Χολδία ὁ ἐκ Νετωφαθὶ τῷ Γοθονιὴλ, καὶ ἐπὶ τῆς διαιρέσεως αὐτοῦ εἴκοσι καὶ τέσσαρες χιλιάδες.
13702	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 27:25	Ὀδιὴλ	\vs{25}Καὶ ἐπὶ τῶν θησαυρῶν τοῦ βασιλέως, Ἀσμὼθ ὁ τοῦ Ὀδιὴλ, καὶ ἐπὶ τῶν θησαυρῶν τῶν ἐν ἀγρῷ καὶ ἐν ταῖς κώμαις καὶ ἐν τοῖς ἐποικίοις καὶ ἐν τοῖς πύργοις, Ἰωνάθαν ὁ τοῦ Ὀζίου.
13710	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 27:32	Ἀχαμὶ	\vs{32}Καὶ Ἰωνάθαν ὁ πατράδελφος Δαυὶδ σύμβουλος, ἄνθρωπος συνετός· καὶ Ἰεὴλ ὁ τοῦ Ἀχαμὶ μετὰ τῶν υἱῶν τοῦ βασιλέως.
13745	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 29:4	ἐξαλειφῆναι	\vs{4}τρισχίλια τάλαντα χρυσίου τοῦ ἐκ Σουφὶρ, καὶ ἑπτακισχίλια τάλαντα ἀργυρίου δοκίμου, ἐξαλειφῆναι ἐν αὐτοῖς τοὺς τοίχους τοῦ ἱεροῦ,
13774	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Α 29:27	τριακοντατρία	\vs{27}ἔτη τεσσράκοντα, ἐν Χεβρὼν ἔτη ἑπτὰ, καὶ ἐν Ἱερουσαλὴμ ἔτη τριακοντατρία.
13811	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 2:3	τοδείλης	\vs{3}καὶ ἰδοὺ ἐγὼ ὁ υἱὸς αὐτοῦ οἰκοδομῶ οἶκον τῷ ὀνόματι Κυρίου Θεοῦ μου, ἁγιάσαι αὐτὸν αὐτῷ τοῦ θυμιᾷν ἀπέναντι αὐτοῦ θυμίαμα καὶ πρόθεσιν διαπαντὸς, καὶ τοῦ ἀναφέρειν ὁλοκαυτώματα διαπαντὸς τοπρωῒ καὶ τοδείλης, καὶ ἐν τοῖς σαββάτοις, καὶ ἐν ταῖς νουμηνίαις, καὶ ἐν ταῖς ἑορταῖς τοῦ Κυρίου Θεοῦ ἡμῶν· εἰς τὸν αἰῶνα τοῦτο ἐπὶ τὸν Ἰσραήλ.
13830	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 3:1	Ἀμωρία	Καὶ ἤρξατο Σαλωμὼν τοῦ οἰκοδομεῖν τὸν οἶκον Κυρίου ἐν Ἱερουσαλὴμ ἐν ὄρει τοῦ Ἀμωρία, οὗ ὤφθη Κύριος τῷ Δαυὶδ πατρὶ αὐτοῦ, ἐν τῷ τόπῳ ᾧ ἡτοίμασε Δαυὶδ ἐν ἅλῳ Ὀρνὰ τοῦ Ἰεβουσαίου.
13949	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 6:39	ἁμαρτῶντί	\vs{39}καὶ ἀκούσῃ ἐκ τοῦ οὐρανοῦ ἐξ ἑτοίμου κατοικητηρίου σου τῆς προσευχῆς αὐτῶν καὶ τῆς δεήσεως αὐτῶν, καὶ ποιήσεις κρίματα, καὶ ἵλεως ἔσῃ τῷ λαῷ τῷ ἁμαρτῶντί σοι.
13980	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 7:19	ἐγκαταλείπητε	\vs{19}Καὶ ἐὰν ἀποστρέψητε ὑμεῖς, καὶ ἐγκαταλείπητε τὰ προστάγματά μου καὶ τὰς ἐντολάς μου ἃς ἔδωκα ἐναντίον ὑμῶν, καὶ πορευθῆτε καὶ λατρεύσητε θεοῖς ἑτέροις καὶ προσκυνήσητε αὐτοῖς,
14100	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 11:20	Ζηζὰ	\vs{20}Καὶ μετὰ ταῦτα ἔλαβεν ἑαυτῷ τὴν Μααχὰ θυγατέρα Ἀβεσσαλὼμ, καὶ ἔτεκεν αὐτῷ τὸν Ἀβιὰ, καὶ τὸν Ἰετθὶ, καὶ τὸν Ζηζὰ, καὶ τὸν Σαλημώθ.
14179	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 15:2	ἐγκαταλείπητε	\vs{2}Καὶ ἐξῆλθεν εἰς ἀπάντησιν Ἀσὰ καὶ παντὶ Ἰούδα καὶ Βενιαμὶν, καὶ εἶπεν, ἀκούσατέ μου Ἀσὰ, καὶ πᾶς Ἰούδα καὶ Βενιαμίν· Κύριος μεθʼ ὑμῶν ἐν τῷ εἶναι ὑμᾶς μετʼ αὐτοῦ, καὶ ἐὰν ἐκζητήσητε αὐτὸν εὑρεθήσεται ὑμῖν, καὶ ἐὰν ἐγκαταλείπητε αὐτὸν, ἐγκαταλείψει ὑμᾶς.
14219	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 16:12	ἐννάτῳ	\vs{12}Καὶ ἐμαλακίσθη Ἀσὰ ἐν τῷ ἔτει τῷ ἐννάτῳ καὶ τριακοστῷ τῆς βασιλείας αὐτοῦ τοὺς πόδας, ἕως σφόδρα ἐμαλακίσθη· καὶ ἐν τῇ μαλακίᾳ αὐτοῦ οὐκ ἐζήτησε τὸν Κύριον, ἀλλὰ τοὺς ἰατρούς.
14242	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 17:16	Ζαρὶ	\vs{16}Καὶ μετʼ αὐτὸν Ἀμασίας ὁ τοῦ Ζαρὶ, ὁ προθυμούμενος τῷ κυρίῳ, καὶ μετʼ αὐτοῦ διακόσιαι χιλιάδες δυνατοὶ δυνάμεως.
14324	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 20:16	Ἀσσεῖς	\vs{16}Αὔριον κατάβητε ἐπʼ αὐτούς· ἰδοὺ ἀναβαίνουσι κατὰ τὴν ἀνάβασιν Ἀσσεῖς, καὶ εὑρήσετε αὐτοὺς ἐπʼ ἄκρου ποταμοῦ τῆς ἐρήμου Ἰεριήλ.
14525	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 26:21	ἀπφουσὼθ	\vs{21}Καὶ Ὀζίας ὁ βασιλεὺς ἦν λεπρὸς ἕως ἡμέρας τῆς τελευτῆς αὐτοῦ, καὶ ἐν οἴκῳ ἀπφουσὼθ ἐκάθητο λεπρὸς, ὅτι ἀπεσχίσθη ἀπὸ οἴκου Κυρίου· καὶ Ἰωάθαν ὁ υἱὸς αὐτοῦ ἐπὶ τῆς βασιλείας αὐτοῦ κρίνων τὸν λαὸν τῆς γῆς.
14675	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 31:14	Κορὴ	\vs{14}Καὶ Κορὴ ὁ τοῦ Ἰεμνὰ ὁ Λευίτης ὁ πυλωρὸς κατὰ ἀνατολὰς ἐπὶ τῶν δομάτων, δοῦναι τὰς ἀπαρχὰς Κυρίου, καὶ τὰ ἅγια τῶν ἁγίων,
14819	ΠΑΡΑΛΕΙΠΟΜΕΝΩΝ Β 35:15	Ἰδιθὼμ	\vs{15}Καὶ οἱ ψαλτῳδοὶ υἱοὶ Ἀσὰφ ἐπὶ τῆς στάσεως αὐτῶν κατὰ τὰς ἐντολὰς Δαυὶδ, καὶ Ἀσὰφ, καὶ Αἰμὰν, καὶ Ἰδιθὼμ οἱ προφῆται τοῦ βασιλέως· καὶ οἱ ἄρχοντες καὶ οἱ πυλωροὶ πύλης καὶ πύλης, οὐκ ἦν αὐτοῖς κινεῖσθαι ἀπὸ τῆς λειτουργίας τῶν ἁγίων, ὅτι οἱ ἀδελφοὶ αὐτῶν οἱ Λευῖται ἡτοίμασαν αὐτοῖς.
