Line Number	Verse Reference	Word	Is Name?	Is Number?	Likely Typo?	Closest Match	Similarity	Verse Match?	Area Match?	Legitimate Variation?	Full Line
8366	ΚΡΙΤΑΙ 16:31	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{31}Καὶ κατέβησαν οἱ ἀδελφοὶ αὐτοῦ, καὶ ὁ οἶκος τοῦ πατρὸς αὐτοῦ, καὶ ἔλαβον αὐτόν· καὶ ἀνέβησαν καὶ ἔθαψαν αὐτὸν ἀναμέσον Σαραὰ καὶ ἀναμέσον Ἐσθαὸλ ἐν τῷ τάφῳ Μανωὲ τοῦ πατρὸς αὐτοῦ· καὶ αὐτὸς ἔκρινε τὸν Ἰσραὴλ εἴκοσι ἔτη.
8366	ΚΡΙΤΑΙ 16:31	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{31}Καὶ κατέβησαν οἱ ἀδελφοὶ αὐτοῦ, καὶ ὁ οἶκος τοῦ πατρὸς αὐτοῦ, καὶ ἔλαβον αὐτόν· καὶ ἀνέβησαν καὶ ἔθαψαν αὐτὸν ἀναμέσον Σαραὰ καὶ ἀναμέσον Ἐσθαὸλ ἐν τῷ τάφῳ Μανωὲ τοῦ πατρὸς αὐτοῦ· καὶ αὐτὸς ἔκρινε τὸν Ἰσραὴλ εἴκοσι ἔτη.
8420	ΚΡΙΤΑΙ 18:29	τοπρότερον	No	No	No	τὸ πρότερον	1.00	Yes	No	Yes	\vs{29}καὶ ἐκάλεσαν τὸ ὄνομα τῆς πόλεως Δὰν, ἐν ὀνόματι Δὰν πατρὸς αὐτῶν, ὃς ἐτέχθη τῷ Ἰσραήλ· καὶ ἦν Οὐλαμαῒς ὄνομα τῆς πόλεως τοπρότερον.
8431	ΚΡΙΤΑΙ 19:5	τοπρωῒ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{5}Καὶ ἐγένετο τῇ ἡμέρᾳ τῇ τετάρτῃ, καὶ ὤρθρισαν τοπρωῒ καὶ ἀνέστη τοῦ πορευθῆναι, καὶ εἶπεν ὁ πατὴρ τῆς νεάνιδος πρὸς τὸν νυμφίον αὐτοῦ, στήρισον τὴν καρδιάν σου ψωμῷ ἄρτου, καὶ μετὰ τοῦτο πορεύσεσθε.
8435	ΚΡΙΤΑΙ 19:8	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{8}Καὶ ὤρθρισε τοπρωῒ τῇ ἡμέρᾳ τῇ πέμπτῃ τοῦ πορευθῆναι· καὶ εἶπεν ὁ πατὴρ τῆς νεάνιδος, στήρισον δὴ τὴν καρδίαν σου, καὶ στράτευσον ἕως κλῖναι τὴν ἡμέραν· καὶ ἔφαγον οἱ δύο.
8455	ΚΡΙΤΑΙ 19:25	τοπρωῒ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{25}Καὶ οὐκ εὐδόκησαν οἱ ἄνδρες τοῦ εἰσακοῦσαι αὐτοῦ· καὶ ἐπελάβετο ὁ ἀνηρ τῆς παλλακῆς αὐτοῦ, καὶ ἐξήγαγεν αὐτὴν πρὸς αὐτοὺς ἔξω· καὶ ἔγνωσαν αὐτὴν, καὶ ἐνέπαιζον ἐν αὐτῇ ὅλην τὴν νύκτα ἕως τοπρωῒ, καὶ ἐξαπέστειλαν αὐτὴν ὡς ἀνέβη τοπρωΐ.
8455	ΚΡΙΤΑΙ 19:25	τοπρωΐ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{25}Καὶ οὐκ εὐδόκησαν οἱ ἄνδρες τοῦ εἰσακοῦσαι αὐτοῦ· καὶ ἐπελάβετο ὁ ἀνηρ τῆς παλλακῆς αὐτοῦ, καὶ ἐξήγαγεν αὐτὴν πρὸς αὐτοὺς ἔξω· καὶ ἔγνωσαν αὐτὴν, καὶ ἐνέπαιζον ἐν αὐτῇ ὅλην τὴν νύκτα ἕως τοπρωῒ, καὶ ἐξαπέστειλαν αὐτὴν ὡς ἀνέβη τοπρωΐ.
8458	ΚΡΙΤΑΙ 19:27	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{27}Καὶ ἀνέστη ὁ ἀνὴρ αὐτῆς τοπρωῒ, καὶ ἤνοιξε τὰς θύρας τοῦ οἴκου, καὶ ἐξῆλθε τοῦ πορευθῆναι τὴν ὁδὸν αὐτοῦ· καὶ ἰδοὺ ἡ γυνὴ αὐτοῦ ἡ παλλακὴ πεπτωκυῖα παρὰ τὰς θύρας τοῦ οἴκου, καὶ αἱ χεῖρες αὐτῆς ἐπὶ τὸ πρόθυρον.
8481	ΚΡΙΤΑΙ 20:15	εἰκοσιτρεῖς	No	Yes	No	εἴκοσι τρεῖς	1.00	Yes	No	Yes	\vs{15}Καὶ ἐπεσκέπησαν οἱ υἱοὶ Βενιαμὶν ἐν τῇ ἡμέρᾳ ἐκείνῃ ἀπὸ τῶν πόλεων εἰκοσιτρεῖς χιλιάδες ἀνὴρ ἕλκων ῥομφαίαν, ἐκτὸς τῶν οἰκούντων τὴν Γαβαά, οἱ ἐπεσκέπησαν ἑπτακόσιοι ἄνδρες
8486	ΚΡΙΤΑΙ 20:19	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{19}Καὶ ἀνέστησαν οἱ υἱοὶ Ἰσραὴλ τοπρωῒ, καὶ παρενέβαλον ἐπὶ Γαβαά.
8524	ΚΡΙΤΑΙ 20:46	εἰκοσιπέντε	No	Yes	No	εἴκοσι πέντε	1.00	Yes	No	Yes	\vs{46}Καὶ ἐγένοντο πάντες οἱ πεπτωκότες ἀπὸ Βενιαμὶν, εἰκοσιπέντε χιλιάδες ἀνδρῶν ἑλκόντων ῥομφαίαν ἐν τῇ ἡμέρᾳ ἐκείνῃ· οἱ πάντες οὗτοι ἄνδρες δυνάμεως.
8592	ΡΟΥΘ 1:17	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{17}Καὶ οὗ ἐὰν ἀποθάνῃς, ἀποθανοῦμαι, κᾀκεῖ ταφήσομαι· τάδε ποιήσαι μοι Κύριος, καὶ τάδε προσθείη, ὅτι θάνατος διαστελεῖ ἀναμέσον ἐμοῦ καὶ σοῦ.
8602	ΡΟΥΘ 2:1	Βοόζ	Yes	No	No			No	No	No	Καὶ τῇ Νωεμὶν ἀνὴρ γνώριμος τῷ ἀνδρὶ αὐτῆς, ὁ δὲ ἀνὴρ δυνατὸς ἰσχύϊ ἐκ τῆς συγγενείας Ἐλιμέλεχ, καὶ ὄνομα αὐτῷ Βοόζ.
8604	ΡΟΥΘ 2:3	Βοὸζ	Yes	No	No			No	No	No	\vs{3}Καὶ ἐπορεύθη· καὶ ἐλθοῦσα συνέλεξεν ἐν τῷ ἀγρῷ κατόπισθε τῶν θεριζόντων· καὶ περιέπεσε περιπτώματι τῇ μερίδι τοῦ ἀγροῦ Βοὸζ, τοῦ ἐκ τῆς συγγενείας Ἐλιμέλεχ.
8606	ΡΟΥΘ 2:4	Βοὸζ	Yes	No	No			No	No	No	\vs{4}Καὶ ἰδοὺ Βοὸζ ἦλθεν ἐκ Βηθλεὲμ, καὶ εἶπε τοῖς θερίζουσι, Κύριος μεθʼ ὑμῶν· καὶ εἶπον αὐτῷ, εὐλογήσαι σε Κύριος.
8607	ΡΟΥΘ 2:5	Βοὸζ	Yes	No	No			No	No	No	\vs{5}Καὶ εἶπε Βοὸζ τῷ παιδαρίῳ αὐτοῦ τῷ ἐφεστῶτι ἐπὶ τοὺς θερίζοντας, τίνος ἡ νεᾶνις αὕτη;
8611	ΡΟΥΘ 2:8	Βοὸζ	Yes	No	No			No	No	No	\vs{8}Καὶ εἶπε Βοὸζ πρὸς Ῥοὺθ, οὐκ ἤκουσας θύγατερ; μὴ πορευθῇς ἐν ἀγρῷ συλλέξαι ἑτέρῳ· καὶ σὺ οὐ πορεύσῃ ἐντεῦθεν, ὧδε κολλήθητι μετὰ τῶν κορασίων μου.
8615	ΡΟΥΘ 2:11	Βοὸζ	Yes	No	No			No	No	No	\vs{11}Καὶ ἀπεκρίθη Βοὸζ, καὶ εἶπεν αὐτῇ, ἀπαγγελίᾳ ἀπηγγέλη μοι ὅσα πεποίηκας μετὰ τῆς πενθερᾶς σου μετὰ τὸ ἀποθανεῖν τὸν ἄνδρα σου· καὶ πῶς κατέλιπες τὸν πατέρα σου καὶ τὴν μητέρα σου, καὶ τὴν γῆν γενέσεώς σου, καὶ ἐπορεύθης πρὸς λαὸν ὃν οὐκ ᾔδεις ἐχθὲς καὶ τρίτης.
8619	ΡΟΥΘ 2:14	Βοὸζ	Yes	No	No			No	No	No	\vs{14}Καὶ εἶπεν αὐτῇ Βοὸζ, ἤδη ὥρα τοῦ φαγεῖν, πρόσελθε ὧδε καὶ φάγεσαι τῶν ἄρτων, καὶ βάψεις τὸν ψωμόν σου ἐν τῷ ὄξει· καὶ ἐκάθισε Ῥοὺθ ἐκ πλαγίων τῶν θεριζόντων· καὶ ἐβούνισεν αὐτῇ Βοὸζ ἄλφιτον, καὶ ἔφαγε καὶ ἐνεπλήσθη καὶ κατέλιπε,
8619	ΡΟΥΘ 2:14	Βοὸζ	Yes	No	No			No	No	No	\vs{14}Καὶ εἶπεν αὐτῇ Βοὸζ, ἤδη ὥρα τοῦ φαγεῖν, πρόσελθε ὧδε καὶ φάγεσαι τῶν ἄρτων, καὶ βάψεις τὸν ψωμόν σου ἐν τῷ ὄξει· καὶ ἐκάθισε Ῥοὺθ ἐκ πλαγίων τῶν θεριζόντων· καὶ ἐβούνισεν αὐτῇ Βοὸζ ἄλφιτον, καὶ ἔφαγε καὶ ἐνεπλήσθη καὶ κατέλιπε,
8621	ΡΟΥΘ 2:15	Βοὸζ	Yes	No	No			No	No	No	\vs{15}Καὶ ἀνέστη τοῦ συλλέγειν· καὶ ἐνετείλατο Βοὸζ τοῖς παιδαρίοις αὐτοῦ, λέγων, καί γε ἀναμέσον τῶν δραγμάτων συλλεγέτω, καὶ μὴ καταισχύνητε αὐτήν·
8621	ΡΟΥΘ 2:15	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{15}Καὶ ἀνέστη τοῦ συλλέγειν· καὶ ἐνετείλατο Βοὸζ τοῖς παιδαρίοις αὐτοῦ, λέγων, καί γε ἀναμέσον τῶν δραγμάτων συλλεγέτω, καὶ μὴ καταισχύνητε αὐτήν·
8626	ΡΟΥΘ 2:19	Βοόζ	Yes	No	No			No	No	No	\vs{19}Καὶ εἶπεν αὐτῇ ἡ πενθερὰ αὐτῆς, ποῦ συνέλεξας σήμερον καὶ ποῦ ἐποίησας; εἴη ὁ ἐπιγνούς σε εὐλογημένος· καὶ ἀνήγγειλε Ῥοὺθ τῇ πενθερᾷ αὐτῆς ποῦ ἐποίησε, καὶ εἶπε, τὸ ὄνομα τοῦ ἀνδρὸς μεθʼ οὗ ἐποίησα σήμερον Βοόζ.
8631	ΡΟΥΘ 2:23	Βοὸζ	Yes	No	No			No	No	No	\vs{23}Καὶ προσεκολλήθη Ῥοὺθ τοῖς κορασίοις τοῦ Βοὸζ τοῦ συλλέγειν, ἕως τοῦ συντελέσαι τὸν θερισμὸν τῶν κριθῶν καὶ τῶν πυρῶν.
8635	ΡΟΥΘ 3:2	Βοὸζ	Yes	No	No			No	No	No	\vs{2}Καὶ νῦν οὐχὶ Βοὸζ γνώριμος ἡμῶν, οὗ ἦς μετὰ τῶν κορασίων αὐτοῦ; ἰδοὺ αὐτὸς λικμᾷ τὸν ἅλωνα τῶν κριθῶν ταύτῃ τῇ νυκτί.
8642	ΡΟΥΘ 3:7	Βοὸζ	Yes	No	No			No	No	No	\vs{7}Καὶ ἔφαγε Βοὸζ καὶ ἔπιε, καὶ ἠγαθύνθη ἡ καρδία αὐτοῦ, καὶ ἦλθε κοιμηθῆναι ἐν μερίδι τῆς στοιβῆς· ἡ δὲ ἦλθεν ἐν κρυφῇ, καὶ ἀπεκάλυψε τὰ πρὸς ποδῶν αὐτοῦ.
8645	ΡΟΥΘ 3:10	Βοὸζ	Yes	No	No			No	No	No	\vs{10}Καὶ εἶπε Βοὸζ, εὐλογημένη σὺ τῷ Κυρίῳ Θεῷ, θύγατερ, ὅτι ἠγάθυνας τὸ ἔλεός σου τὸ ἔσχατον ὑπὲρ τὸ πρῶτον, μὴ πορευθῆναί σε ὀπίσω νεανιῶν, εἴτοι πτωχὸς εἴτοι πλούσιος.
8648	ΡΟΥΘ 3:13	τοπρωῒ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{13}Αὐλίσθητι τὴν νύκτα, καὶ ἔσται τοπρωῒ ἐὰν ἀγχιστεύσῃ σε, ἀγαθόν· ἀγχιστευέτω· ἐὰν δὲ μὴ βούληται ἀγχιστεῦσαί σε, ἀγχιστεύσω σε ἐγώ· ζῇ Κύριος· κοιμήθητι ἕως τοπρωΐ.
8648	ΡΟΥΘ 3:13	τοπρωΐ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{13}Αὐλίσθητι τὴν νύκτα, καὶ ἔσται τοπρωῒ ἐὰν ἀγχιστεύσῃ σε, ἀγαθόν· ἀγχιστευέτω· ἐὰν δὲ μὴ βούληται ἀγχιστεῦσαί σε, ἀγχιστεύσω σε ἐγώ· ζῇ Κύριος· κοιμήθητι ἕως τοπρωΐ.
8650	ΡΟΥΘ 3:14	Βοὸζ	Yes	No	No			No	No	No	\vs{14}Καὶ ἐκοιμήθη πρὸς ποδῶν αὐτοῦ ἕως πρωΐ· ἡ δὲ ἀνέστη πρὸ τοῦ ἐπιγνῶναι ἄνδρα τὸν πλησίον αὐτοῦ· καὶ εἶπε Βοὸζ, μὴ γνωσθήτω, ὅτι ἦλθε γυνὴ εἰς τὸν ἅλω.
8659	ΡΟΥΘ 4:1	Βοὸζ	Yes	No	No			No	No	No	Καὶ Βοὸζ ἀνέβη ἐπὶ τὴν πύλην, και ἐκαθισεν ἐκεῖ, καὶ ἰδοὺ ὁ ἀγχιστεὺς παρεπορεύετο, ὃν ἐλάλησε Βοόζ· καὶ εἶπε πρὸς αὐτὸν Βοὸζ, ἐκκλίνας κάθισον ὧδε κρύφιε· καὶ ἐξέκλινε καὶ ἐκάθισε.
8659	ΡΟΥΘ 4:1	Βοόζ	Yes	No	No			No	No	No	Καὶ Βοὸζ ἀνέβη ἐπὶ τὴν πύλην, και ἐκαθισεν ἐκεῖ, καὶ ἰδοὺ ὁ ἀγχιστεὺς παρεπορεύετο, ὃν ἐλάλησε Βοόζ· καὶ εἶπε πρὸς αὐτὸν Βοὸζ, ἐκκλίνας κάθισον ὧδε κρύφιε· καὶ ἐξέκλινε καὶ ἐκάθισε.
8659	ΡΟΥΘ 4:1	Βοὸζ	Yes	No	No			No	No	No	Καὶ Βοὸζ ἀνέβη ἐπὶ τὴν πύλην, και ἐκαθισεν ἐκεῖ, καὶ ἰδοὺ ὁ ἀγχιστεὺς παρεπορεύετο, ὃν ἐλάλησε Βοόζ· καὶ εἶπε πρὸς αὐτὸν Βοὸζ, ἐκκλίνας κάθισον ὧδε κρύφιε· καὶ ἐξέκλινε καὶ ἐκάθισε.
8660	ΡΟΥΘ 4:2	Βοὸζ	Yes	No	No			No	No	No	\vs{2}Καὶ ἔλαβε Βοὸζ δέκα ἄνδρας ἀπὸ τῶν πρεσβυτέρων τῆς πόλεως, καὶ εἶπε, καθίσατε ὧδε· καὶ ἐκάθισαν.
8662	ΡΟΥΘ 4:3	Βοὸζ	Yes	No	No			No	No	No	\vs{3}Καὶ εἶπε Βοὸζ τῷ ἀγχιστεῖ, τὴν μερίδα τοῦ ἀγροῦ ἥ ἐστι τοῦ ἀδελφοῦ ἡμῶν τοῦ Ἐλιμέλεχ, ἣ δέδοται Νωεμὶν τῇ ἐπιστρεφούσῃ ἐξ ἀγροῦ Μωὰβ,
8664	ΡΟΥΘ 4:5	Βοὸζ	Yes	No	No			No	No	No	\vs{5}Καὶ εἶπε Βοὸζ, ἐν ἡμέρᾳ τοῦ κτήσασθαί σε τὸν ἀγρὸν ἐκ χειρὸς Νωεμὶν καὶ παρὰ Ῥοὺθ τῆς Μωαβίτιδος γυναικὸς τοῦ τεθνηκότος, καὶ αὐτὴν κτήσασθαί σε δεῖ, ὥστε ἀναστῆσαι τὸ ὄνομα τοῦ τεθνηκότος ἐπὶ τῆς κληρονομίας αὐτοῦ.
8668	ΡΟΥΘ 4:8	Βοὸζ	Yes	No	No			No	No	No	\vs{8}Καὶ εἶπεν ὁ ἀγχιστεὺς τῷ Βοὸζ, κτῆσαι σεαυτῷ τὴν ἀγχιστείαν μου· καὶ ὑπελύσατο τὸ ὑπόδημα αὐτοῦ, καὶ ἔδωκεν αὐτῷ.
8670	ΡΟΥΘ 4:9	Βοὸζ	Yes	No	No			No	No	No	\vs{9}Καὶ εἶπε Βοὸζ τοῖς πρεσβυτέροις καὶ παντὶ τῷ λαῷ, μάρτυρες ὑμεῖς σήμερον, ὅτι κέκτημαι πάντα τὰ τοῦ Ἐλιμέλεχ, καὶ πάντα ὅσα ὑπάρχει τῷ Χελαιὼν καὶ τῷ Μααλὼν ἐκ χειρὸς Νωεμίν.
8676	ΡΟΥΘ 4:13	Βοὸζ	Yes	No	No			No	No	No	\vs{13}Καὶ ἔλαβε Βοὸζ τὴν Ῥοὺθ, καὶ ἐγενήθη αὐτῷ εἰς γυναῖκα, καὶ εἰσῆλθε πρὸς αὐτήν. καὶ ἔδωκεν αὐτῇ Κύριος κύησιν, καὶ ἔτεκεν υἱόν.
8685	ΡΟΥΘ 4:21	Βοόζ	Yes	No	No			No	No	No	\vs{21}Καὶ Σαλμὼν ἐγέννησε τὸν Βοόζ· καὶ Βοὸζ ἐγέννησε τὸν Ὠβήδ·
8685	ΡΟΥΘ 4:21	Βοὸζ	Yes	No	No			No	No	No	\vs{21}Καὶ Σαλμὼν ἐγέννησε τὸν Βοόζ· καὶ Βοὸζ ἐγέννησε τὸν Ὠβήδ·
8718	ΒΑΣΙΛΕΙΩΝ Α 1:19	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{19}Καὶ ὀρθρίζουσι τοπρωῒ καὶ προσκυνοῦσι τῷ Κυρίῳ, καὶ πορεύονται τὴν ὁδὸν αὐτῶν· καὶ εἰσῆλθεν Ἑλκανὰ εἰς τὸν οἴκον αὐτοῦ Ἀρμαθαὶμ, καὶ ἔγνω τὴν Ἄνναν γυναῖκα αὐτοῦ· καὶ ἐμνήσθη αὐτῆς Κύριος, καὶ συνέλαβε.
8793	ΒΑΣΙΛΕΙΩΝ Α 3:15	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{15}Καὶ κοιμᾶται Σαμουὴλ ἕως πρωῒ, καὶ ὤρθρισε τοπρωῒ καὶ ἤνοιξε τὰς θύρας οἴκου Κυρίου· καὶ Σαμουὴλ ἐφοβήθη ἀπαγγεῖλαι τὴν ὅρασιν.
8813	ΒΑΣΙΛΕΙΩΝ Α 4:9	ἡυῖν	No	No	No			No	No	No	\vs{9}Κραταιοῦσθε καὶ γίνεσθε εἰς ἄνδρας ἀλλόφυλοι, ὅπως μὴ δουλεύσητε τοῖς Ἑβραίοις, καθὼς ἐδούλευσαν ἡυῖν, καὶ ἔσεσθε εἰς ἄνδρας, καὶ πολεμήσατε αὐτούς.
8828	ΒΑΣΙΛΕΙΩΝ Α 4:21	Οὐαιβαρχαβώθ	Yes	No	No	οὐαὶ βαρχαβωθ	1.00	Yes	No	Yes	\vs{21}Καὶ ἐκάλεσε τὸ παιδάριον Οὐαιβαρχαβώθ ὑπὲρ τῆς κιβωτοῦ τοῦ Θεοῦ, καὶ ὑπὲρ τοῦ πενθεροῦ αὐτῆς, καὶ ὑπὲρ τοῦ ἀνδρὸς αὐτῆς.
8829	ΒΑΣΙΛΕΙΩΝ Α 4:22	ληφθῆναι	No	No	No	λημφθῆναι	1.00	Yes	No	Yes	\vs{22}Καὶ εἶπαν, ἀπῴκισται δόξα Ἰσραὴλ ἐν τῷ ληφθῆναι τὴν κιβωτὸν Κυρίου.
8835	ΒΑΣΙΛΕΙΩΝ Α 5:4	τοπρωῒ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{4}Καὶ ἐγένετο ὅτε ὤρθρισαν τοπρωῒ, καὶ ἰδοὺ Δαγὼν, πεπτωκὼς ἐπὶ πρόσωπον αὐτοῦ ἐνώπιον κιβωτοῦ διαθήκης Κυρίου· καὶ κεφαλὴ Δαγὼν καὶ ἀμφότερα τὰ ἴχνη χειρῶν αὐτοῦ ἀφῃρημένα ἐπὶ τὰ ἐμπρόσθια ἁμαφὲθ ἕκαστοι, καὶ ἀμφότεροι οἱ καρποὶ τῶν χειρῶν αὐτοῦ πεπτωκότες ἐπὶ τὸ πρόθυρον, πλὴν ἡ ῥάχις Δαγὼν ὑπελείφθη.
8892	ΒΑΣΙΛΕΙΩΝ Α 7:12	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{12}Καὶ ἔλαβεν Σαμουὴλ λίθον ἕνα, καὶ ἔστησεν αὐτὸν ἀναμέσον Μασσηφὰθ καὶ ἀναμέσον τῆς παλαιᾶς· καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ ʼΑβενέζερ, λίθος τοῦ βοηθοῦ· καὶ εἶπεν, ἕως ἐνταῦθα ἐβοήθησεν ἡμῖν Κύριος.
8892	ΒΑΣΙΛΕΙΩΝ Α 7:12	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{12}Καὶ ἔλαβεν Σαμουὴλ λίθον ἕνα, καὶ ἔστησεν αὐτὸν ἀναμέσον Μασσηφὰθ καὶ ἀναμέσον τῆς παλαιᾶς· καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ ʼΑβενέζερ, λίθος τοῦ βοηθοῦ· καὶ εἶπεν, ἕως ἐνταῦθα ἐβοήθησεν ἡμῖν Κύριος.
8895	ΒΑΣΙΛΕΙΩΝ Α 7:14	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{14}Καὶ ἀπεδόθησαν αἱ πόλεις ἃς ἔλαβον οἱ ἀλλόφυλοι παρὰ τῶν υἱῶν Ἰσραὴλ, καὶ ἀπέδωκαν αὐτὰς τῷ Ἰσραὴλ ἀπὸ ʼΑσκάλωνος ἕως ʼΑζόβ· καὶ τὸ ὅριον Ἰσραὴλ ἀφείλοντο ἐκ χειρὸς ἀλλοφύλων· καὶ ἦν εἰρήνη ἀναμέσον Ἰσραὴλ καὶ ἀναμέσον τοῦ ʼΑμοῤῥαίου.
8895	ΒΑΣΙΛΕΙΩΝ Α 7:14	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{14}Καὶ ἀπεδόθησαν αἱ πόλεις ἃς ἔλαβον οἱ ἀλλόφυλοι παρὰ τῶν υἱῶν Ἰσραὴλ, καὶ ἀπέδωκαν αὐτὰς τῷ Ἰσραὴλ ἀπὸ ʼΑσκάλωνος ἕως ʼΑζόβ· καὶ τὸ ὅριον Ἰσραὴλ ἀφείλοντο ἐκ χειρὸς ἀλλοφύλων· καὶ ἦν εἰρήνη ἀναμέσον Ἰσραὴλ καὶ ἀναμέσον τοῦ ʼΑμοῤῥαίου.
8916	ΒΑΣΙΛΕΙΩΝ Α 8:12	ἑκατονάρχους	No	Yes	Yes	ἑκατοντάρχους	0.96	Yes	No	No	\vs{12}καὶ θέσθαι αὐτοὺς ἑαυτῷ ἑκατονάρχους καὶ χιλιάρχους, καὶ θερίζειν θερισμὸν αὐτοῦ, καὶ τρυγᾷν τρυγητὸν αὐτοῦ, καὶ ποιεῖν σκεύη πολεμικὰ αὐτοῦ, καὶ σκεύη ἁρμάτων αὐτοῦ.
9008	ΒΑΣΙΛΕΙΩΝ Α 11:5	τοπρωῒ	No	No	No	τὸ πρωὶ	1.00	Yes	No	Yes	\vs{5}Καὶ ἰδοὺ Σαοὺλ ἤρχετο μετὰ τοπρωῒ ἐξ ἀγροῦ· καὶ εἶπε Σαοὺλ, Τί ὅτι κλαίει ὁ λαός; καὶ διηγοῦνται αὐτῷ τὰ ῥήματα τῶν ἀνδρῶν Ἰαβίς.
9091	ΒΑΣΙΛΕΙΩΝ Α 14:4	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{4}Καὶ ἀναμέσον τῆς διαβάσεως οὗ ἐζήτει Ἰωνάθαν διαβῆναι εἰς τὴν ὑπόστασιν τῶν ἀλλοφύλων, καὶ ὀδοὺς πέτρας ἐκ τούτου, καὶ ὀδοὺς πέτρας ἐκ τούτου· ὄνομα τῷ ἑνὶ Βασὲς, καὶ ὄνομα τῷ ἄλλῳ Σεννά.
9131	ΒΑΣΙΛΕΙΩΝ Α 14:36	ὑπολείπωμεν	No	No	No	ὑπολίπωμεν	1.00	Yes	No	Yes	\vs{36}Καὶ εἶπε Σαούλ, καταβῶμεν ὀπίσω τῶν ἀλλοφύλων τὴν νύκτα, καὶ διαρπάσωμεν ἐν αὐτοῖς ἕως διαφαύσῃ ἡμέρα, καὶ μὴ ὑπολείπωμεν ἐν αὐτοῖς ἄνδρα· καὶ εἶπαν, πᾶν τὸ ἀγαθὸν ἐνώπιόν σου ποίει· καὶ εἶπεν ὁ ἱερεὺς, προσελθωμεν ἐνταῦθα πρὸς τὸν Θεόν.
9140	ΒΑΣΙΛΕΙΩΝ Α 14:42	βάλλετε	No	No	No	βάλετε	1.00	Yes	No	Yes	\vs{42}Καὶ εἶπε Σαοὺλ, βάλλετε ἀναμέσον ἐμοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ μου· ὃν ἂν κατακληρώσηται Κύριος, ἀποθανέτω· καὶ εἶπεν ὁ λαὸς πρὸς Σαοὺλ, οὐκ ἔστι τὸ ῥῆμα τοῦτο· καὶ κατεκράτησε Σαοὺλ τοῦ λαοῦ, καὶ βάλλουσιν ἀναμέσον αὐτοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ αὐτοῦ, καὶ κατακληροῦται Ἰωνάθαν.
9140	ΒΑΣΙΛΕΙΩΝ Α 14:42	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{42}Καὶ εἶπε Σαοὺλ, βάλλετε ἀναμέσον ἐμοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ μου· ὃν ἂν κατακληρώσηται Κύριος, ἀποθανέτω· καὶ εἶπεν ὁ λαὸς πρὸς Σαοὺλ, οὐκ ἔστι τὸ ῥῆμα τοῦτο· καὶ κατεκράτησε Σαοὺλ τοῦ λαοῦ, καὶ βάλλουσιν ἀναμέσον αὐτοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ αὐτοῦ, καὶ κατακληροῦται Ἰωνάθαν.
9140	ΒΑΣΙΛΕΙΩΝ Α 14:42	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{42}Καὶ εἶπε Σαοὺλ, βάλλετε ἀναμέσον ἐμοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ μου· ὃν ἂν κατακληρώσηται Κύριος, ἀποθανέτω· καὶ εἶπεν ὁ λαὸς πρὸς Σαοὺλ, οὐκ ἔστι τὸ ῥῆμα τοῦτο· καὶ κατεκράτησε Σαοὺλ τοῦ λαοῦ, καὶ βάλλουσιν ἀναμέσον αὐτοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ αὐτοῦ, καὶ κατακληροῦται Ἰωνάθαν.
