Line Number	Verse Reference	Word	Full Line
11278	ΒΑΣΙΛΕΙΩΝ Γ 13:11	κατῴκη	\vs{11}Καὶ προφήτης εἷς πρεσβύτης κατῴκη ἐν Βαιθὴλ, καὶ ἔρχονται οἱ υἱοὶ αὐτοῦ καὶ διηγήσαντο αὐτῷ πάντα τὰ ἔργα ἃ ἐποίησεν ὁ ἄνθρωπος τοῦ Θεοῦ ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐν Βαιθὴλ, καὶ τοὺς λόγους οὓς ἐλάλησε τῷ βασιλεῖ, καὶ ἐπέστρεψαν τὸ πρόσωπον τοῦ πατρὸς αὐτῶν.
11308	ΒΑΣΙΛΕΙΩΝ Γ 14:21	Ἀμμωνίτις	\vs{21}Καὶ Ῥοβοὰμ υἱὸς Σαλωμὼν ἐβασίλευσεν ἐπὶ Ἰούδαν· υἱὸς τεσσαράκοντα καὶ ἑνὸς ἐνιαυτῶν Ῥοβοὰμ ἐν τῷ βασιλεύειν αὐτόν· καὶ ἑπτακαίδεκα ἔτη ἐβασίλευσεν ἐν Ἱερουσαλὴμ τῇ πόλει, ἣν ἐξελέξατο Κύριος θέσθαι τὸ ὄνομα αὐτοῦ ἐκεῖ ἐκ πασῶν φυλῶν τοῦ Ἰσραήλ· καὶ τὸ ὄνομα τῆς μητρὸς αὐτοῦ Νααμὰ ἡ Ἀμμωνίτις.
11314	ΒΑΣΙΛΕΙΩΝ Γ 14:26	Ἀδραζαὰρ	\vs{26}καὶ ἔλαβε πάντας τοὺς θησαυροὺς οἴκου Κυρίου καὶ τοὺς θησαυροὺς οἴκου τοῦ βασιλέως, καὶ τὰ δόρατα τὰ χρυσᾶ ἃ ἔλαβε Δαυὶδ ἐκ χειρὸς τῶν παίδων Ἀδραζαὰρ βασιλέως Σουβὰ, καὶ εἰσήνεγκεν αὐτὰ εἰς Ἱερουσαλὴμ τὰ πάντα ἃ ἔλαβεν, ὅπλα τὰ χρυσᾶ ὅσα ἐποίησε Σαλωμὼν, καὶ ἀπήνεγκεν αὐτὰ εἰς Αἴγυπτον.
11319	ΒΑΣΙΛΕΙΩΝ Γ 14:30	ἀναμέσον	\vs{30}Καὶ πόλεμος ἦν ἀναμέσον Ῥοβοὰμ καὶ ἀναμέσον Ἱεροβοὰμ πάσας τὰς ἡμέρας.
11319	ΒΑΣΙΛΕΙΩΝ Γ 14:30	ἀναμέσον	\vs{30}Καὶ πόλεμος ἦν ἀναμέσον Ῥοβοὰμ καὶ ἀναμέσον Ἱεροβοὰμ πάσας τὰς ἡμέρας.
11329	ΒΑΣΙΛΕΙΩΝ Γ 15:7	ἀναμέσον	\vs{7}Καὶ τὰ λοιπὰ τῶν λόγων Ἀβιοὺ καὶ πάντα ἃ ἐποίησεν, οὐκ ἰδοὺ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰούδα; καὶ πόλεμος ἦν ἀναμέσον Ἀβιοὺ καὶ ἀναμέσον Ἱεροβοάμ.
11329	ΒΑΣΙΛΕΙΩΝ Γ 15:7	ἀναμέσον	\vs{7}Καὶ τὰ λοιπὰ τῶν λόγων Ἀβιοὺ καὶ πάντα ἃ ἐποίησεν, οὐκ ἰδοὺ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰούδα; καὶ πόλεμος ἦν ἀναμέσον Ἀβιοὺ καὶ ἀναμέσον Ἱεροβοάμ.
11340	ΒΑΣΙΛΕΙΩΝ Γ 15:16	ἀναμέσον	\vs{16}Καὶ πόλεμος ἦν ἀναμέσον Ἀσὰ καὶ ἀναμέσον Βαασὰ βασιλέως Ἰσραὴλ πάσας τὰς ἡμέρας αὐτῶν.
11340	ΒΑΣΙΛΕΙΩΝ Γ 15:16	ἀναμέσον	\vs{16}Καὶ πόλεμος ἦν ἀναμέσον Ἀσὰ καὶ ἀναμέσον Βαασὰ βασιλέως Ἰσραὴλ πάσας τὰς ἡμέρας αὐτῶν.
11344	ΒΑΣΙΛΕΙΩΝ Γ 15:19	ἀναμέσον	\vs{19}διάθου διαθήκην ἀναμέσον ἐμοῦ καὶ ἀναμέσον σοῦ, καὶ ἀναμέσον τοῦ πατρός μου καὶ τοῦ πατρός σου· ἰδοὺ ἐξαπέσταλκά σοι δῶρα ἀργύριον καὶ χρυσίον· δεῦρο, διασκέδασον τὴν διαθήκην σου τὴν πρὸς Βαασὰ βασιλέα Ἰσραὴλ, καὶ ἀναβήσεται ἀπʼ ἐμοῦ.
11344	ΒΑΣΙΛΕΙΩΝ Γ 15:19	ἀναμέσον	\vs{19}διάθου διαθήκην ἀναμέσον ἐμοῦ καὶ ἀναμέσον σοῦ, καὶ ἀναμέσον τοῦ πατρός μου καὶ τοῦ πατρός σου· ἰδοὺ ἐξαπέσταλκά σοι δῶρα ἀργύριον καὶ χρυσίον· δεῦρο, διασκέδασον τὴν διαθήκην σου τὴν πρὸς Βαασὰ βασιλέα Ἰσραὴλ, καὶ ἀναβήσεται ἀπʼ ἐμοῦ.
11344	ΒΑΣΙΛΕΙΩΝ Γ 15:19	ἀναμέσον	\vs{19}διάθου διαθήκην ἀναμέσον ἐμοῦ καὶ ἀναμέσον σοῦ, καὶ ἀναμέσον τοῦ πατρός μου καὶ τοῦ πατρός σου· ἰδοὺ ἐξαπέσταλκά σοι δῶρα ἀργύριον καὶ χρυσίον· δεῦρο, διασκέδασον τὴν διαθήκην σου τὴν πρὸς Βαασὰ βασιλέα Ἰσραὴλ, καὶ ἀναβήσεται ἀπʼ ἐμοῦ.
11345	ΒΑΣΙΛΕΙΩΝ Γ 15:20	Χεννερὲθ	\vs{20}Καὶ ἤκουσεν υἱὸς Ἄδερ τοῦ βασιλέως Ἀσά, καὶ ἀπέστειλε τοὺς ἄρχοντας τῶν δυνάμεων αὐτοῦ ταῖς πόλεσι τοῦ Ἰσραὴλ, καὶ ἐπάταξαν τὴν Ἀῒν, τὴν Δὰν, καὶ τὴν Ἀβὲλ οἴκου Μααχὰ, καὶ πᾶσαν τὴν Χεννερὲθ, ἕως πάσης τῆς γῆς Νεφθαλί.
11385	ΒΑΣΙΛΕΙΩΝ Γ 16:16	ἔπαισν	\vs{16}Καὶ ἤκουσεν ὁ λαὸς ἐν τῇ παρεμβολῇ, λεγόντων, συνεστράφη Ζαμβρὶ καὶ ἔπαισν τὸν βασιλέα· καὶ ἐβασίλευσαν ἐν Ἰσραὴλ τὸν Ἀμβρὶ τὸν ἡγούμενον τῆς στρατιᾶς ἐπὶ Ἰσραὴλ ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐν τῇ παρεμβολῇ.
11387	ΒΑΣΙΛΕΙΩΝ Γ 16:18	προκατείληπται	\vs{18}Καὶ ἐγενήθη ὡς εἶδε Ζαμβρὶ ὅτι προκατείληπται αὐτοῦ ἡ πόλις, καὶ πορεύεται εἰς ἄντρον τοῦ οἴκου τοῦ βασιλέως, καὶ ἐνεπύρισεν ἐπʼ αὐτὸν τὸν οἶκον τοῦ βασιλέως, καὶ ἀπέθανεν
11395	ΒΑΣΙΛΕΙΩΝ Γ 16:24	Σεμηρών	\vs{24}Καὶ ἐκτήσατο Ἀμβρὶ τὸ ὄρος τὸ Σεμερὼν παρὰ Σεμὴρ τοῦ κυρίου τοῦ ὄρους ἐν δύο ταλάντων ἀργυρίου· καὶ ᾠκοδόμησε τὸ ὄρος, καὶ ἐπεκάλεσαν τὸ ὄνομα τοῦ ὄρους οὗ ᾠκοδόμησαν ἐπὶε τῷ ὀνόματι Σεμὴρ τοῦ κυρίου τοῦ ὄρους, Σεμηρών.
11402	ΒΑΣΙΛΕΙΩΝ Γ 16:28	εἰκοσιπέντε	\vs{28a}Καὶ ἐν τῷ ἐνιαυτῷ τῷ ἑνδεκάτῳ ἔτει τοῦ Ἀμβρὶ βασιλεύει Ἰωσαφὰτ υἱὸς Ἀσὰ ἐτῶν τριάκοντα καὶ πέντε ἐν τῇ βασιλείᾳ αὐτοῦ, καὶ εἰκοσιπέντε ἔτη ἐβασίλευσεν ἐν Ἱερουσαλήμ· καὶ ὄνομα τῆς μητρὸς αὐτοὐ Γαζουβὰ, θυγάτηρ Σελί·
11402	ΒΑΣΙΛΕΙΩΝ Γ 16:28	Σελί	\vs{28a}Καὶ ἐν τῷ ἐνιαυτῷ τῷ ἑνδεκάτῳ ἔτει τοῦ Ἀμβρὶ βασιλεύει Ἰωσαφὰτ υἱὸς Ἀσὰ ἐτῶν τριάκοντα καὶ πέντε ἐν τῇ βασιλείᾳ αὐτοῦ, καὶ εἰκοσιπέντε ἔτη ἐβασίλευσεν ἐν Ἱερουσαλήμ· καὶ ὄνομα τῆς μητρὸς αὐτοὐ Γαζουβὰ, θυγάτηρ Σελί·
11427	ΒΑΣΙΛΕΙΩΝ Γ 17:6	τοπρωῒ	\vs{6}Καὶ οἱ κόρακες ἔφερον αὐτῷ ἄρτους τοπρωῒ, καὶ κρέα τοδείλης, καὶ ἐκ τοῦ χειμάῤῥου ἔπινεν ὕδωρ.
11427	ΒΑΣΙΛΕΙΩΝ Γ 17:6	τοδείλης	\vs{6}Καὶ οἱ κόρακες ἔφερον αὐτῷ ἄρτους τοπρωῒ, καὶ κρέα τοδείλης, καὶ ἐκ τοῦ χειμάῤῥου ἔπινεν ὕδωρ.
11439	ΒΑΣΙΛΕΙΩΝ Γ 17:16	ἠλαττονήθη	\vs{16}Καὶ ἡ ὑδρία τοῦ ἀλεύρου οὐκ ἐξέλιπε, καὶ ὁ καψάκης τοῦ ἐλαίου οὐκ ἠλαττονήθη, κατὰ τὸ ῥῆμα Κυρίου ὃ ἐλάλησεν ἐν χειρὶ Ἠλιού.
11463	ΒΑΣΙΛΕΙΩΝ Γ 18:11	ἀνάγγελε	\vs{11}Καὶ νῦν σὺ λέγεις, πορεύου, ἀνάγγελε τῷ κυρίῳ σου, ἰδοὺ Ἠλιού.
11474	ΒΑΣΙΛΕΙΩΝ Γ 18:20	ἐπισυνήγαγεπάντας	\vs{20}Καὶ ἀπέστειλεν Ἀχαὰβ εἰς πάντα Ἰσραὴλ, καὶ ἐπισυνήγαγεπάντας τοὺς προφήτας εἰς ὄρος τὸ Καρμήλιον.
11485	ΒΑΣΙΛΕΙΩΝ Γ 18:29	προεφήτευον	\vs{29}καὶ προεφήτευον ἕως οὗ παρῆλθε τὸ δειλινόν· καὶ ἐγένετο ὡς ὁ καιρὸς τοὺ ἀναβῆναι τὴν θυσίαν, καὶ ἐλάλησεν Ἠλιοὺ ὁ Θεσβίτης πρὸς τοὺς προφήτας τῶν προσοχθισμάτων, λέγων, μετάστητε ἀπὸ τοῦ νῦν, καὶ ἐγὼ ποιήσω τὸ ὁλοκαύτωμά μου· καὶ μετέστησαν, καὶ ἀπῆλθον.
11496	ΒΑΣΙΛΕΙΩΝ Γ 18:38	ἐξέλειξε	\vs{38}Καὶ ἔπεσε πῦρ παρὰ Κυρίου ἐκ τοῦ οὐρανοῦ, καὶ κατέφαγε τὰ ὁλοκαυτώματα καὶ τὰς σχίδακας καὶ τὸ ὕδωρ τὸ ἐν τῇ θαλάσσῃ, καὶ τοὺς λίθους καὶ τὸν χοῦν ἐξέλειξε τὸ πῦρ.
11499	ΒΑΣΙΛΕΙΩΝ Γ 18:40	Κισσῶν	\vs{40}Καὶ εἶπεν Ἠλιοὺ πρὸς τὸν λαὸν, συλλάβετε τοὺς προφήτας τοῦ Βάαλ, μηδεὶς σωθήτω ἐξ αὐτῶν· καὶ συνελαβον αὐτοὺς, καὶ κατάγει αὐτοὺς Ἠλιοὺ εἰς τὸν χειμάῤῥουν Κισσῶν, καὶ ἔσφαξεν αὐτοὺς ἐκεῖ.
11502	ΒΑΣΙΛΕΙΩΝ Γ 18:42	ἀναμέσον	\vs{42}Καὶ ἀνέβη Ἀχαὰβ τοῦ φαγεῖν καὶ πιεῖν· καὶ Ἠλιοὺ ἀνέβη ἐπὶ τὴν Κάρμηλον καὶ ἔκυψεν ἐπὶ τὴν γῆν, καὶ ἔθηκε τὸ πρόσωπον αὐτοῦ ἀναμέσον τῶν γονάτων αὐτοῦ,
11517	ΒΑΣΙΛΕΙΩΝ Γ 19:8	ρώσεως	\vs{8}Καὶ ἀνέστη, καὶ ἔφαγε, καὶ ἔπιε· καὶ ἐπορεύθη ἐν ἰσχύϊ τῆς ρώσεως ἐκείνης τεσσαράκοντα ἡμέρας καὶ τεσσαράκοντα νύκτας ἕως ὄρους Χωρήβ.
11521	ΒΑΣΙΛΕΙΩΝ Γ 19:11	Καὶλἰδοὺ	\vs{11}Καὶ εἶπεν, ἐξελεύσῃ αὔριον, καὶ στήσῃ ἐνώπιον Κυρίου ἐν τῷ ὄρει· ἰδοὺ παρελεύσεται Κύριος. Καὶλἰδοὺ πνεῦμα μέγα κραταιὸν διαλύον ὄρη καὶ συντρίβον πέτρας ἐνώπιον Κυρίου, οὐκ ἐν τῷ πνεύματι Κύριος· καὶ μετὰ τό πνεῦμα συσσεισμὸς, οὐκ ἐν τῷ συσσεισμῷ Κύριος·
11540	ΒΑΣΙΛΕΙΩΝ Γ 20:4	κλίυης	\vs{4}Καὶ ἐγένετο τὸ πνεῦμα Ἀχαὰβ τεταραγμένον, καὶ ἐκοιμήθη ἐπὶ τῆς κλίυης αὐτοῦ, καὶ συνεκάλυψε τὸ πρόσωπον αὐτοῦ, καὶ οὐκ ἔφαγεν ἄρτον.
11574	ΒΑΣΙΛΕΙΩΝ Γ 21:1	τριακονταδύο	Καὶ συνήθροισεν υἱὸς Ἄδερ πᾶσαν τὴν δύναμιν αὐτοῦ, καὶ ἀνέβη καὶ περιεκάθισεν ἐπὶ Σαμάρειαν, καὶ τριακονταδύο βασιλεῖς μετʼ αὐτοῦ, καὶ πᾶς ἵππος καὶ ἅρμα· καὶ ἀνέβησαν καὶ περιεκάθισαν ἐπὶ Σαμάρειαν, καὶ ἐπολέμησαν ἐπʼ αὐτήν.
11597	ΒΑΣΙΛΕΙΩΝ Γ 21:20	ἐδευτέρωσιν	\vs{20}ἐπάταξεν ἕκαστος τὸν παρʼ αὐτοῦ· καὶ ἐδευτέρωσιν ἕκαστος τὸν παρʼ αὐτοῦ· καὶ ἔφυγε Συρία· καὶ κατεδίωξεν αὐτοὺς Ἰσραήλ· καὶ σώζεται υἱὸς Ἄδερ βασιλεὺς Συρίας ἐφʼ ἵππου ἱππέως.
11601	ΒΑΣΙΛΕΙΩΝ Γ 21:23	κραταιώσωμεν	\vs{23}Καὶ οἱ παῖδες βασιλέως Συρίας· καὶ εἶπον, θεὸς ὀρέων Θεὸς Ἰσραὴλ καὶ οὐ θεὸς κοιλάδων, διὰ τοῦτο ἐκραταίωσεν ὑπὲρ ἡμᾶς· ἐὰν δὲ πολεμήσωμεν αὐτοὺς κατʼ εὐθὺ, εἰ μὴν κραταιώσωμεν ὑπὲρ αὐτούς.
11612	ΒΑΣΙΛΕΙΩΝ Γ 21:31	εἴπως	\vs{31}Καὶ εἶπε τοῖς παισὶν αὐτοῦ, οἶδα ὅτι βασιλεῖς Ἰσραὴλ βασιλεῖς ἐλέους εἰσίν· ἐπιθώμεθα δὴ σάκκους ἐπὶ τὰς ὀσφύας ἡμῶν, καὶ σχοινία ἐπὶ τὰς κεφαλὰς ἡμῶν, καὶ ἐξέλθωμεν πρὸς βασιλεα Ἰσραὴλ, εἴπως ζωογονήσει τὰς ψυχὰς ἡμῶν.
11614	ΒΑΣΙΛΕΙΩΝ Γ 21:33	ἀνελέξαντο	\vs{33}Καὶ οἱ ἄνδρες οἰωνίσαντο, καὶ ἐσπείσαντο· καὶ ἀνελέξαντο τὸν λόγον ἐκ τοῦ στόματος αὐτοῦ, καὶ εἶπον, ἀδελφός σου υἱὸς Ἄδερ· καὶ εἶπεν, εἰσέλθατε καὶ λάβετε αὐτόν· καὶ ἐξῆλθε πρὸς αὐτὸν υἱὸς Ἄδερ, καὶ ἀναβιβάζουσιν αὐτὸν πρὸς αὐτὸν ἐπὶ τὸ ἅρμα.
11629	ΒΑΣΙΛΕΙΩΝ Γ 22:1	ἀναμέσον	Καὶ ἐκάθισε τὰ τρία ἔτη, καὶ οὐκ ἦν πόλεμος ἀναμέσον Συρίας καὶ ἀναμέσον Ἰσραήλ.
11629	ΒΑΣΙΛΕΙΩΝ Γ 22:1	ἀναμέσον	Καὶ ἐκάθισε τὰ τρία ἔτη, καὶ οὐκ ἦν πόλεμος ἀναμέσον Συρίας καὶ ἀναμέσον Ἰσραήλ.
11639	ΒΑΣΙΛΕΙΩΝ Γ 22:8	δὀ	\vs{8}Καὶ εἶπεν ὁ βασιλεὺς Ἰσραὴλ πρὸς Ἰωσαφὰτ, εἷς ἐστιν ἀνὴρ εἰς τὸ ἐπερωτῆσαι δὀ αὐτοῦ τὸν Κύριον, καὶ ἐγὼ μεμίσηκα αὐτὸν, ὄτι οὐ λαλεῖ περὶ ἐμοῦ καλὰ, ἀλλʼ ἢ κακὰ, Μιχαίας υἱὸς Ἰεμβλαά· καὶ εἶπεν Ἰωσαφὰτ βασιλεὺς Ἰούδα, μὴ λεγέτω ὁ βασιλεὺς οὕτως.
11639	ΒΑΣΙΛΕΙΩΝ Γ 22:8	Ἰεμβλαά	\vs{8}Καὶ εἶπεν ὁ βασιλεὺς Ἰσραὴλ πρὸς Ἰωσαφὰτ, εἷς ἐστιν ἀνὴρ εἰς τὸ ἐπερωτῆσαι δὀ αὐτοῦ τὸν Κύριον, καὶ ἐγὼ μεμίσηκα αὐτὸν, ὄτι οὐ λαλεῖ περὶ ἐμοῦ καλὰ, ἀλλʼ ἢ κακὰ, Μιχαίας υἱὸς Ἰεμβλαά· καὶ εἶπεν Ἰωσαφὰτ βασιλεὺς Ἰούδα, μὴ λεγέτω ὁ βασιλεὺς οὕτως.
11641	ΒΑΣΙΛΕΙΩΝ Γ 22:9	τοτάχος	\vs{9}Καὶ ἐκάλεσεν ὁ βασιλεὺς Ἰσραὴλ εὐνοῦχον ἕνα, καὶ εἶπε, τοτάχος Μιχαίαν υἱὸν Ἰεμβλαά.
11641	ΒΑΣΙΛΕΙΩΝ Γ 22:9	Ἰεμβλαά	\vs{9}Καὶ ἐκάλεσεν ὁ βασιλεὺς Ἰσραὴλ εὐνοῦχον ἕνα, καὶ εἶπε, τοτάχος Μιχαίαν υἱὸν Ἰεμβλαά.
11672	ΒΑΣΙΛΕΙΩΝ Γ 22:34	ἀναμέσον	\vs{34}Καὶ ἐπέτεινεν εἷς τὸ τόξον εὐστόχως, καὶ ἐπάταξε τὸν βασιλέα Ἰσραὴλ ἀναμέσον τοῦ πνεύμονος καὶ ἀναμέσον τοῦ θώρακος· καὶ εἶπε τῷ ἡνιόχῳ αὐτοῦ, ἐπίστρεψον τὰς χεῖράς σου καὶ ἐξάγαγέ με ἐκ τοῦ πολέμου, ὅτι τέτρωμαι.
11672	ΒΑΣΙΛΕΙΩΝ Γ 22:34	ἀναμέσον	\vs{34}Καὶ ἐπέτεινεν εἷς τὸ τόξον εὐστόχως, καὶ ἐπάταξε τὸν βασιλέα Ἰσραὴλ ἀναμέσον τοῦ πνεύμονος καὶ ἀναμέσον τοῦ θώρακος· καὶ εἶπε τῷ ἡνιόχῳ αὐτοῦ, ἐπίστρεψον τὰς χεῖράς σου καὶ ἐξάγαγέ με ἐκ τοῦ πολέμου, ὅτι τέτρωμαι.
11673	ΒΑΣΙΛΕΙΩΝ Γ 22:35	ἀπέχυνε	\vs{35}Καὶ ἐτροπώθη ὁ πόλεμος ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ ὁ βασιλεὺς ἦν ἑστηκὼς ἐπὶ τοῦ ἅρματος ἐξεναντίας Συρίας ἀπὸ πρωῒ ἕως ἑσπέρας, καὶ ἀπέχυνε τὸ αἷμα ἀπὸ τῆς πληγῆς εἰς τὸν κόλπον τοῦ ἅρματος, καὶ ἀπέθανεν ἑσπέρας, καὶ ἐξεπορεύετο τὸ αἷμα τῆς τροπῆς ἕως τοῦ κόλπου τοῦ ἅρματος.
11682	ΒΑΣΙΛΕΙΩΝ Γ 22:42	Σαλαΐ	\vs{42}Ἰωσαφὰτ, Υἱὸς τρίακοντα καὶ πέντε ἐτῶν ἐν τῷ βασιλεύειν αὐτόν, καὶ εἴκοσι καὶ πέντε ἔτη ἐβασίλευσεν ἐν Ἰερουσαλὴμ· καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ἀζουβὰ θυγάτηρ Σαλαΐ.
11706	ΒΑΣΙΛΕΙΩΝ Δ 1:6	εἶναιι	\vs{6}Καὶ εἶπαν πρὸς αὐτὸν, ἀνὴρ ἀνέβη εἰς συνάντησιν ἡμῶν, καὶ εἶπε πρὸς ἡμᾶς, δεῦτε, ἐπιστράφητε πρὸς τὸν βασιλέα τὸν ἀποστείλαντα ὑμᾶς, καὶ λαλήσατε πρὸς αὐτὸν, τάδε λέγει Κύριος, εἰ παρὰ τὸ μὴ εἶναιι Θεὸν ἐν Ἰσραὴλ, σὺ πορεύῃ ἐπιζητῆσαι ἐν τῷ Βάαλ μυΐαν θεὸν Ἀκκαρών; οὐχ οὕτως· ἡ κλίνη ἐφʼ ἧς ἀνέβης ἐκεῖ, οὐ καταβήσῃ ἀπʼ αὐτῆς, ὅτι θανάτῳ ἀποθανῇ. Καὶ ἐπιστρέψαντες ἀπήγγειλαν τῷ βασιλεῖ καθὰ ἐλάλησεν Ἠλιού·
11721	ΒΑΣΙΛΕΙΩΝ Δ 1:18	δεκαδύο	\vs{18a}καὶ Ἰωρὰμ υἱὸς Ἀχαὰβ βασιλεύει ἐπὶ Ἰσραὴλ ἐν Σαμαρείᾳ ἔτη δεκαδύο, ἐν ἔτει ὀκτωκαιδεκάτῳ Ἰωσαφὰτ βασιλέως Ἰούδα·
11737	ΒΑΣΙΛΕΙΩΝ Δ 2:9	ἀναληφθῆναί	\vs{9}Καὶ ἐγένετο ἐν τῷ διαβῆναι αὐτοὺς, καὶ Ἠλιοὺ εἶπε πρὸς Ἑλισαιὲ, αἴτησαι τί ποιήσω σοι πρὶν ἢ ἀναληφθῆναί με ἀπὸ σοῦ· καὶ εἶπεν Ἑλισαιὲ, γενηθήτω δὴ διπλᾶ ἐν πνεύματί σου ἐπʼ ἐμέ.
11740	ΒΑΣΙΛΕΙΩΝ Δ 2:11	ἀναμέσον	\vs{11}Καὶ ἐγένετο αὐτῶν πορευομένων, ἐπορεύοντο καὶ ἐλάλουν· καὶ ἰδοὺ ἅρμα πυρὸς καὶ ἵπποι πυρὸς, καὶ διέστειλεν ἀναμέσον ἀμφοτέρων· καὶ ἀνελήμφθη Ἠλιοὺ ἐν συσσεισμῷ ὡς εἰς τὸν οὐρανόν.
11760	ΒΑΣΙΛΕΙΩΝ Δ 3:1	Ἀχαὰμ	Καὶ Ἰωρὰμ υἱὸς Ἀχαὰμ ἐβασίλευσεν ἐν Ἰσραὴλ ἐν ἔτει ὀκτωκαιδεκάτῳ Ἰωσαφὰτ βασιλέως Ἰούδα, καὶ ἐβασίλευσε δώδεκα ἔτη.
11776	ΒΑΣΙΛΕΙΩΝ Δ 3:13	μητπός	\vs{13}Καὶ εἶπεν Ἑλισαιὲ πρὸς βασιλέα Ἰσραὴλ, τί ἐμοὶ καὶ σοί; δεῦρο πρὸς τοὺς προφήτας τοῦ πατρός σου καὶ τοὺς προφήτας τῆς μητπός σου· καὶ εἶπεν αὐτῷ ὁ βασιλεὺς Ἰσραήλ, μή ὅτι κέκληκε Κύριος τοὺς τρεῖς βασιλεῖς τοῦ παραδοῦναι αὐτοὺς εἰς χεῖρας Μωάβ;
11782	ΒΑΣΙΛΕΙΩΝ Δ 3:19	ἐμφράξεσθε	\vs{19}Καὶ πατάξετε πᾶσαν πόλιν ὀχυρὰν, καὶ πᾶν ξύλον ἀγαθὸν καταβαλεῖτε, καὶ πάσας πηγὰς ὕδατος ἐμφράξεσθε, καὶ πᾶσαν μερίδα ἀγαθὴν ἀχρειώσετε ἐν λίθοις.
11787	ΒΑΣΙΛΕΙΩΝ Δ 3:22	τοπρωῒ	\vs{22}Καὶ ὤρθρισαν τοπρωῒ, καὶ ὁ ἥλιος ἀνέτειλεν ἐπὶ τὰ ὕδατα· καὶ εἶδε Μωὰβ ἐξεναντίας τὰ ὕδατα πυῤῥὰ ὡς αἷμα,
11804	ΒΑΣΙΛΕΙΩΝ Δ 4:9	διαπαντός	\vs{9}Καὶ εἶπεν ἡ γυνὴ πρὸς τὸν ἄνδρα αὐτῆς, ἰδοὺ δὴ ἔγνων ὅτι ἄνθρωπος τοῦ Θεοῦ ἅγιος οὗτος διαπορεύεται ἐφ ἡμᾶς διαπαντός.
11829	ΒΑΣΙΛΕΙΩΝ Δ 4:29	ὀσθύν	\vs{29}Καὶ εἶπεν Ἐλισαιὲ τῷ Γιεζί, ζῶσαι τὴν ὀσθύν σου, καὶ λάβε τὴν βακτηρίαν μου ἐν τῇ χειρί σου, καὶ δεῦρο, ὅτι ἐὰν εὕρῃς ἄνδρα οὐκ εὐλογήσεις αὐτὸν, καὶ ἐὰν εὐλογήσῃ σε ἀνὴρ οὐκ ἀποκριθήσῃ αὐτῷ· καὶ ἐπιθήσεις τὴν βακτηρίαν μου ἐπὶ πρόσωπον τοῦ παιδαρίου.
11837	ΒΑΣΙΛΕΙΩΝ Δ 4:36	Σωμανίτην	\vs{36}Καὶ ἐξεβόησεν Ἑλισαιὲ πρὸς Γιεζὶ, καὶ εἶπε, κάλεσον τὴν Σωμανίτην ταύτην· καὶ ἐκάλεσε, καὶ εἰσῆλθε πρὸς αὐτόν· καὶ εἶπεν Ἑλισαιὲ, λάβε τὸν υἱόν σου.
11845	ΒΑΣΙΛΕΙΩΝ Δ 4:42	Βαιθαρισὰ	\vs{42}Καὶ ἀνὴρ διῆλθεν ἐκ Βαιθαρισὰ, καὶ ἤνεγκε πρὸς τὸν ἄνθρωπον τοῦ Θεοῦ πρωτογεννημάτων εἴκοσι ἄρτους κριθίνους καὶ παλάθας· καὶ εἶπε, δότε τῷ λαῷ καὶ ἐσθιέτωσαν.
11845	ΒΑΣΙΛΕΙΩΝ Δ 4:42	πρωτογεννημάτων	\vs{42}Καὶ ἀνὴρ διῆλθεν ἐκ Βαιθαρισὰ, καὶ ἤνεγκε πρὸς τὸν ἄνθρωπον τοῦ Θεοῦ πρωτογεννημάτων εἴκοσι ἄρτους κριθίνους καὶ παλάθας· καὶ εἶπε, δότε τῷ λαῷ καὶ ἐσθιέτωσαν.
11850	ΒΑΣΙΛΕΙΩΝ Δ 5:1	ὑτῶ	Καὶ Ναιμὰν ὁ ἄρχων τῆς δυνάμεως Συρίας ἦν ἀνὴρ μέγας ἐνώπιον τοῦ κυρίου αὐτοῦ, καὶ τεθαυμασμένος προσώπῳ, ὅτι ἐν ὑτῶ ἔδωκε Κύριος σωτηρίαν Συρίᾳ· καὶ ὁ ἀνὴρ ἦν δυνατὸς ἰσχύϊ, λελεπρωμένος.
11859	ΒΑΣΙΛΕΙΩΝ Δ 5:8	ἱνατί	\vs{8}Καὶ ἐγένετο ὡς ἤκουσεν Ἐλισαιὲ, ὅτι διέῤῥηξεν ὁ βασιλεὺς Ἰσραὴλ τὰ ἱμάτια αὐτοῦ, καὶ ἀπέστειλε πρὸς τὸν βασιλέα Ἰσραὴλ, λέγων, ἱνατί διέῤῥηξας τὰ ἱμάτιά σου; ἐλθέτω δὴ πρὸς μὲ Ναιμὰν, καὶ γνώτω ὅτι ἐστι προφήτης ἐν Ἰσραήλ.
