Line Number	Verse Reference	Word	Matched Variation	Verse Match?	Area Match?	Full Line
7199	ΙΗΣΟΥΣ ΝΑΥΗ 10:33	Ἐλὰμ	αιλαμ	Yes	No	\vs{33}Τότε ἀνέβη Ἐλὰμ βασιλεὺς Γαζὲρ βοηθήσων τῇ Λαχείς· καὶ ἐπάταξεν αὐτὸν Ἰησοῦς ἐν στόματι ξίφους, καὶ τὸν λαὸν αὐτοῦ, ἕως τοῦ μὴ καταλειφθῆναι αὐτῶν σεσωσμένον καὶ διαπεφευγότα.
7205	ΙΗΣΟΥΣ ΝΑΥΗ 10:37	ἐξωλόθρευσαν	ἐξωλέθρευσαν	Yes	No	\vs{37}Καὶ ἐπάταξεν αὐτὴν ἐν στόματι ξίφους, καὶ πᾶν τὸ ἐμπνέον ὅσα ἦν ἐν αὐτῇ· οὐκ ἦν διασεσωσμένος· ὃν τρόπον ἐποίησαν τὴν Ὀδολλὰμ, ἐξωλόθρευσαν αὐτὴν, καὶ ὅσα ἦν ἐν αὐτῇ.
7208	ΙΗΣΟΥΣ ΝΑΥΗ 10:39	ἐξωλόθρευσαν	ἐξωλέθρευσαν	Yes	No	\vs{39}ἔλαβον αὐτὴν, καὶ τὸν βασιλέα αὐτῆς, καὶ τὰς κώμας αὐτῆς· καὶ ἐπάταξεν αὐτὴν ἐν στόματι ξίφους, καὶ ἐξωλόθρευσαν αὐτὴν, καὶ πᾶν ἐμπνέον ἐν αὐτῇ· καὶ οὐ κατέλιπον αὐτῇ οὐδένα διασεσωσμένον· ὃν τρόπον ἐποίησαν τῇ Χεβρὼν καὶ τῷ βασιλεῖ αὐτῆς, οὕτως ἐποίησαν τῇ Δαβὶρ καὶ τῷ βασιλεῖ αὐτῆς.
7212	ΙΗΣΟΥΣ ΝΑΥΗ 10:42	εἰσάπαξ	εἰς ἅπαξ	Yes	No	\vs{42}Καὶ πάντας τοὺς βασιλεῖς αὐτῶν, καὶ τὴν γῆν αὐτῶν ἐπάταξεν Ἰησοῦς εἰσάπαξ· ὅτι Κύριος ὁ Θεὸς Ἰσραὴλ συνεπολέμει τῷ Ἰσραήλ.
7226	ΙΗΣΟΥΣ ΝΑΥΗ 11:10	τοπρότερον	τὸ πρότερον	Yes	No	\vs{10}Καὶ ἐπεστράφη Ἰησοῦς ἐν τῷ καιρῷ ἐκείνῳ, καὶ κατελάβετο Ἀσὼρ, καὶ τὸν βασιλέα αὐτῆς· ἦν δὲ Ἀσὼρ τοπρότερον ἄρχουσα πασῶν τῶν βασιλειῶν τούτων.
7227	ΙΗΣΟΥΣ ΝΑΥΗ 11:11	ἐξωλόθρευσαν	ἐξωλέθρευσαν	Yes	No	\vs{11}Καὶ ἀπέκτειναν πᾶν ἐμπνέον ἐν αὐτῇ ἐν ξίφει, καὶ ἐξωλόθρευσαν πάντας, καὶ οὐ κατελείφθη ἐν αὐτῇ ἐμπνέον· καὶ τὴν Ἀσὼρ ἐνέπρησαν ἐν πυρί.
7228	ΙΗΣΟΥΣ ΝΑΥΗ 11:12	ἐξωλόθρευσαν	ἐξωλέθρευσαν	Yes	No	\vs{12}Καὶ πάσας τὰς πόλεις τῶν βασιλειῶν, καὶ τοὺς βασιλεῖς αὐτῶν ἔλαβεν Ἰησοῦς, καὶ ἀνεῖλεν αὐτοὺς ἐν στόματι ξίφους· καὶ ἐξωλόθρευσαν αὐτοὺς, ὃν τρόπον συνέταξε Μωυσῆς ὁ παῖς Κυρίου.
7230	ΙΗΣΟΥΣ ΝΑΥΗ 11:14	ἐξωλόθρευσαν	ἐξωλέθρευσαν	Yes	No	\vs{14}καὶ πάντα τὰ σκῦλα αὐτῆς ἐπρονόμευσαν ἑαυτοῖς οἱ υἱοὶ Ἰσραήλ· αὐτοὺς δὲ πάντας ἐξωλόθρευσαν ἐν στόματι ξίφους, ἕως ἀπώλεσεν αὐτοὺς· οὐ κατέλιπον ἐξ αὐτῶν οὐδὲν ἐμπνέον.
7250	ΙΗΣΟΥΣ ΝΑΥΗ 12:5	Γεργεσὶ	γεργεσεὶ	Yes	No	\vs{5}ἄρχων ἀπὸ ὄρους Ἀερμὼν καὶ ἀπὸ Σεκχαὶ, καὶ πᾶσαν τὴν Βασὰν ἕως ὁρίων Γεργεσὶ, καὶ τὴν Μαχὶ, καὶ τὸ ἥμισυ Γαλαδ ὁρίων Σηὼν βασιλέως Ἐσεβών.
7250	ΙΗΣΟΥΣ ΝΑΥΗ 12:5	Μαχὶ	μαχεὶ	Yes	No	\vs{5}ἄρχων ἀπὸ ὄρους Ἀερμὼν καὶ ἀπὸ Σεκχαὶ, καὶ πᾶσαν τὴν Βασὰν ἕως ὁρίων Γεργεσὶ, καὶ τὴν Μαχὶ, καὶ τὸ ἥμισυ Γαλαδ ὁρίων Σηὼν βασιλέως Ἐσεβών.
7270	ΙΗΣΟΥΣ ΝΑΥΗ 12:23	Γεῒ	γεεὶ	Yes	No	\vs{23}βασιλέα Ὀδολλὰμ τοῦ Φεννεαδὼρ, βασιλέα Γεῒ τῆς Γαλιλαίας,
7271	ΙΗΣΟΥΣ ΝΑΥΗ 12:24	εἰκοσιεννέα	εἴκοσι ἐννέα	Yes	No	\vs{24}βασιλέα Θερσά· πάντες οὗτοι βασιλεῖς εἰκοσιεννέα.
7287	ΙΗΣΟΥΣ ΝΑΥΗ 13:13	ἐξωλόθρευσαν	ἐξωλέθρευσαν	Yes	No	\vs{13}Καὶ οὐκ ἐξωλόθρευσαν οἱ υἱοὶ Ἰσραὴλ τὸν Γεσιρὶ, καὶ τὸν Μαχατὶ, καὶ τὸν Χαναναῖον· καὶ κατῷκει βασιλεὺς Γεσιρὶ καὶ ὁ Μαχατὶ ἐν τοῖς υἱοῖς Ἰσραὴλ ἕως τῆς σήμερον ἡμέρας.
7306	ΙΗΣΟΥΣ ΝΑΥΗ 13:27	Ὀθαργαῒ	ὀθαργαεὶ	Yes	No	\vs{27}καὶ Ἐναδὼμ καὶ Ὀθαργαῒ καὶ Βαινθαναβρὰ καὶ Σοκχωθὰ καὶ Σαφὰν καὶ τὴν λοιπὴν βασιλείαν Σηὼν βασιλέως Ἐσεβών· καὶ ὁ Ἰορδάνης ὁριεῖ ἕως μέρους τῆς θαλάσσης Χενερὲθ πέραν τοῦ Ἰορδάνου ἀπʼ ἀνατολῶν.
7321	ΙΗΣΟΥΣ ΝΑΥΗ 14:6	Ἰεφονὴ	ιεφοννη	Yes	No	\vs{6}Καὶ προσήλθοσαν οἱ υἱοῖ Ἰούδα πρὸς Ἰησοῦν ἐν Γαλγάλ· καὶ εἶπε πρὸς αὐτὸν Χάλεβ ὁ τοῦ Ἰεφονὴ ὁ Κενεζαῖος, σὺ ἐπίστῃ τὸ ῥῆμα, ὃ ἐλάλησε Κύριος πρὸς Μωυσῆν ἄνθρωπον τοῦ Θεοῦ περὶ ἐμοῦ καὶ σοῦ ἐν Κάδης Βαρνῆ.
7329	ΙΗΣΟΥΣ ΝΑΥΗ 14:13	Ἰεφονῆ	ιεφοννη	Yes	No	\vs{13}Καὶ εὐλόγησεν αὐτὸν Ἰησοῦς, καὶ ἔδωκε Χεβρὼν τῷ Χάλεβ υἱῷ Ἰεφονῆ υἱῷ Κενὲζ ἐν κλήρῳ.
7330	ΙΗΣΟΥΣ ΝΑΥΗ 14:14	Ἰεφονῆ	ιεφοννη	Yes	No	\vs{14}Διὰ τοῦτο ἐγενήθη ἡ Χεβρὼν τῷ Χάλεβ τῷ τοῦ Ἰεφονῆ τοῦ Κενεζαίου ἐν κλήρῳ ἕως τῆς ἡμέρας ταύτης, διὰ τὸ αὐτὸν ἐπακολουθῆσαι τῷ προστάγματι Κυρίου Θεοῦ Ἰσραήλ.
7337	ΙΗΣΟΥΣ ΝΑΥΗ 15:3	Σενὰ	σεννα	Yes	No	\vs{3}Καὶ διαπορεύεται ἀπέναντι τῆς προσαναβάσεως Ἀκραβίν· καὶ ἐκπεριπορεύεται Σενὰ, καὶ ἀναβαίνει ἀπὸ Λιβὸς ἐπὶ Κάδης Βαρνῆ· καὶ ἐκπορεύεται Ἀσωρὼν, καὶ προσαναβαίνει εἰς Σάραδα· καὶ ἐκπορεύεται τὴν κατὰ δυσμὰς Κάδης,
7349	ΙΗΣΟΥΣ ΝΑΥΗ 15:13	Ἰεφονῆ	ιεφοννη	Yes	No	\vs{13}Καὶ τῷ Χάλεβ υἱῷ Ἰεφονῆ ἔδωκε μερίδα ἐν μέσῳ υἱῶν Ἰούδα διὰ προστάγματος τοῦ Θεοῦ· καὶ ἔδωκεν αὐτῷ Ἰησοῦς τὴν πόλιν Ἀρβὸκ μητρόπολιν Ἐνάκ· αὕτη ἐστὶ Χεβρών.
7350	ΙΗΣΟΥΣ ΝΑΥΗ 15:14	Ἰεφονὴ	ιεφοννη	Yes	No	\vs{14}Καὶ ἐξωλόθρευσεν ἐκεῖθεν Χάλεβ υἱὸς Ἰεφονὴ τοὺς τρεῖς υἱοὺς Ἐνὰκ, τὸν Σουσὶ καὶ Θολαμὶ καὶ τὸν Ἀχιμᾶ.
7375	ΙΗΣΟΥΣ ΝΑΥΗ 15:36	δεκατέσσαρες	δέκα τέσσαρες	Yes	No	\vs{36}καὶ Σακαρὶμ, καὶ Γάδηρα, καὶ αἱ ἐπαύλεις αὐτῆς· πόλεις δεκατέσσαρες, καὶ αἱ κῶμαι αὐτῶν.
7413	ΙΗΣΟΥΣ ΝΑΥΗ 16:5	Ἐρὼκ	εροκ	Yes	No	\vs{5}Καὶ ἐγενήθη ὅρια υἱῶν Ἐφραῒμ κατὰ δήμους αὐτῶν· καὶ ἐγενήθη τὰ ὅρια τῆς κληρονομίας αὐτῶν ἀπʼ ἀνατολῶν Ἀταρὼθ, καὶ Ἐρὼκ ἕως Βαιθωρὼν τὴν ἄνω, καὶ Γαζαρά.
7418	ΙΗΣΟΥΣ ΝΑΥΗ 16:9	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{9}Καὶ αἱ πόλεις αἱ ἀφορισθεῖσαι τοῖς υἱοῖς Ἐφραῒμ ἀναμέσον τῆς κληρονομίας νἱῶν Μανασσή, πᾶσαι αἱ πόλεις καὶ αἱ κῶμαι αὐτῶν.
7423	ΙΗΣΟΥΣ ΝΑΥΗ 17:2	Ἰεζὶ	ἰέζει	Yes	No	\vs{2}Καὶ ἐγενήθη τοῖς υἱοῖς Μανασσῆ τοῖς λοιποῖς κατὰ δήμους αὐτῶν· τοῖς υἱοῖς Ἰεζὶ, καὶ τοῖς υἱοῖς Κελὲζ, καὶ τοῖς υἱοῖς Ἰεζιὴλ, καὶ τοῖς υἱοῖς Συχὲμ, καὶ τοῖς υἱοῖς Συμαρὶμ, καὶ τοῖς υἱοῖς Ὀφέρ· οὗτοι ἄρσενες κατὰ δήμους αὐτῶν.
7432	ΙΗΣΟΥΣ ΝΑΥΗ 17:9	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{9}Καὶ καταβήσεται τὰ ὅρια ἐπὶ φάραγγα Καρανὰ ἐπὶ Λίβα κατὰ φάραγγα Ἰαριὴλ· τερέμινθος τῷ Ἐφραῒμ ἀναμέσον πόλεως Μανασσῆ· καὶ ὅρια Μανασσῆ ἐπὶ τὸν βοῤῥᾶν εἰς τὸν χειμάῤῥουν· καὶ ἔσται αὐτοῦ ἡ διέξοδος θάλασσα
7437	ΙΗΣΟΥΣ ΝΑΥΗ 17:13	ἐξωλόθρευσαν	ἐξωλέθρευσαν	Yes	No	\vs{13}Καὶ ἐγενήθη καὶ ἐπεὶ κατίσχυσαν οἱ υἱοὶ Ἰσραὴλ, καὶ ἐποίησαν τοὺς Χαναναίους ὑπηκόους, ἐξολοθρεῦσαι δὲ αὐτοὺς οὐκ ἐξωλόθρευσαν.
7450	ΙΗΣΟΥΣ ΝΑΥΗ 18:4	διέλθοσαν	διήλθοσαν	Yes	No	\vs{4}Δότε ἐξ ὑμῶν ἄνδρας τρεῖς ἐκ φυλῆς, καὶ ἀναστάντες διελθέτωσαν τὴν γῆν, καὶ διαγραψάτωσαν αὐτὴν ἐναντίον μου, καθὰ δεήσει διελεῖν αὐτήν. Καὶ διέλθοσαν πρὸς αὐτόν·
7459	ΙΗΣΟΥΣ ΝΑΥΗ 18:11	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{11}Καὶ ἐξῆλθεν ὁ κλῆρος φυλῆς Βενιαμὶν πρῶτος κατὰ δήμους αὐτῶν· καὶ ἐξῆλθεν ὅρια τοῦ κλήρου αὐτῶν ἀναμέσον υἱῶν Ἰούδα καὶ ἀναμέσον τῶν υἱῶν Ἰωσήφ.
7459	ΙΗΣΟΥΣ ΝΑΥΗ 18:11	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{11}Καὶ ἐξῆλθεν ὁ κλῆρος φυλῆς Βενιαμὶν πρῶτος κατὰ δήμους αὐτῶν· καὶ ἐξῆλθεν ὅρια τοῦ κλήρου αὐτῶν ἀναμέσον υἱῶν Ἰούδα καὶ ἀναμέσον τῶν υἱῶν Ἰωσήφ.
7461	ΙΗΣΟΥΣ ΝΑΥΗ 18:12	Μαβδαρίτις	μαβδαρεῖτις	Yes	No	\vs{12}Καὶ ἐγενήθη αὐτῶν τὰ ὅρια ἀπὸ Βοῤῥᾶ· ἀπὸ τοῦ Ἱορδάνου προσαναβήσεται τὰ ὅρια κατὰ νὼτου Ἱεριχὼ ἀπὸ Βοῤῥᾶ, καὶ ἀναβήσεται ἐπὶ τὸ ὄρος ἐπὶ τὴν θάλασσαν, καὶ ἔσται αὐτοῦ ἡ διέξοδος ἡ Μαβδαρίτις Βαιθών.
7481	ΙΗΣΟΥΣ ΝΑΥΗ 18:28	Ἰηβοῦς	ιεβους	Yes	No	\vs{28}καὶ Ἰηβοῦς· αὕτη ἐστὶν Ἱερουσαλήμ· καὶ Γαβαὼθ, Ἰαρὶμ, πόλεις δεκατρεῖς, καὶ αἱ κῶμαι αὐτῶν· αὕτη ἡ κληρονομία υἱῶν Βενιαμὶν κατὰ δήμους αὐτῶν.
7481	ΙΗΣΟΥΣ ΝΑΥΗ 18:28	δεκατρεῖς	δέκα τρεῖς	No	Yes	\vs{28}καὶ Ἰηβοῦς· αὕτη ἐστὶν Ἱερουσαλήμ· καὶ Γαβαὼθ, Ἰαρὶμ, πόλεις δεκατρεῖς, καὶ αἱ κῶμαι αὐτῶν· αὕτη ἡ κληρονομία υἱῶν Βενιαμὶν κατὰ δήμους αὐτῶν.
7484	ΙΗΣΟΥΣ ΝΑΥΗ 19:1	ἀναμέσον	ἀνὰ μέσον	Yes	No	Καὶ ἐξῆλθεν ὁ δεύτερος κλῆρος τῶν υἱῶν Συμεών· καὶ ἐγενήθη ἡ κληρονομία αὐτῶν ἀναμέσον κλήρων υἱῶν Ἰούδα.
7489	ΙΗΣΟΥΣ ΝΑΥΗ 19:6	δεκατρεῖς	δέκα τρεῖς	Yes	No	\vs{6}καὶ Βαθαρὼθ, καὶ οἱ ἀγροὶ αὐτῶν· πόλεις δεκατρεῖς, καὶ αἱ κῶμαι αὐτῶν.
7511	ΙΗΣΟΥΣ ΝΑΥΗ 19:25	Ἐξελεκὲθ	ἐξ ελεκεθ	Yes	No	\vs{25}Καὶ ἐγενήθη τὰ ὅρια αὐτῶν Ἐξελεκὲθ, καὶ Ἀλὲφ, καὶ Βαιθὸκ, καὶ Κεὰφ,
7513	ΙΗΣΟΥΣ ΝΑΥΗ 19:27	Ἐκγαῖ	ἐκ γαι	Yes	No	\vs{27}Καὶ ἐπιστρέψει ἀπὸ ἀνατολῶν ἡλίου καὶ Βαιθεγενὲθ, καὶ συνάψει τῷ Ζαβουλὼν καὶ Ἐκγαῖ, καὶ Φθαιὴλ κατὰ Βοῤῥᾶν, καὶ εἰσελεύσεται ὅρια Σαφθαιβαιθμὲ, καὶ Ἰναὴλ, καὶ διελεύσεται εἰς Χωβαμασομὲλ,
7515	ΙΗΣΟΥΣ ΝΑΥΗ 19:29	Ἀπολὲβ	ἀπὸ λεβ	Yes	No	\vs{29}Καὶ ἀναστρέψει τὰ ὅρια εἰς Ῥαμὰ, καὶ ἕως πηγῆς Μασφασσὰτ, καὶ τῶν Τυρίων· καὶ ἀναστρέψει τὰ ὅρια ἐπὶ Ἰασὶφ, καὶ ἔσται ἡ διέξοδος αὐτοῦ ἡ θάλασσα, καὶ Ἀπολὲβ, καὶ Ἐχοζὸβ,
7516	ΙΗΣΟΥΣ ΝΑΥΗ 19:30	Ἀρχὸβ	αρχωβ	Yes	No	\vs{30}καὶ Ἀρχὸβ, καὶ Ἀφὲκ, καὶ Ῥααύ.
7520	ΙΗΣΟΥΣ ΝΑΥΗ 19:33	Ναβὸκ	ναβωκ	Yes	No	\vs{33}Καὶ ἐγενήθη τὰ ὅρια αὐτῶν Μοολὰμ, καὶ Μωλὰ, καὶ Βεσεμιῒν, καὶ Ἀρμὲ, καὶ Ναβὸκ, καὶ Ἰεφθαμαὶ, ἕως Δωδάμ· καὶ ἐγενήθησαν αἱ διέξοδοι αὐτοῦ Ἰορδάνης.
7523	ΙΗΣΟΥΣ ΝΑΥΗ 19:35	Ὠμαθαδακὲθ	ωμαθα δακεθ	Yes	No	\vs{35}Καὶ αἱ πόλεις τειχήρεις τῶν Τυρίων, Τυρὸς, καὶ Ὠμαθαδακὲθ, καὶ Κενερέθ,
7526	ΙΗΣΟΥΣ ΝΑΥΗ 19:38	Μεγαλααρὶμ	μεγαλα αριμ	Yes	No	\vs{38}καὶ Κερωὲ, καὶ Μεγαλααρὶμ, καὶ Βαιθθαμὲ, καὶ Θεσσαμύς.
7532	ΙΗΣΟΥΣ ΝΑΥΗ 19:43	Ἐλὼν	αιλων	Yes	No	\vs{43}καὶ Ἐλὼν, καὶ Θαμναθὰ, καὶ Ἀκκαρὼν,
7563	ΙΗΣΟΥΣ ΝΑΥΗ 21:4	δεκατρεῖς	δέκα τρεῖς	Yes	No	\vs{4}Καὶ ἐξῆλθεν ὁ κλῆρος τῷ δήμῳ Καάθ· καὶ ἐγένετο τοῖς υἱοῖς Ἀαρὼν τοῖς ἱερεῦσι τοῖς Λευίταις ἀπὸ φυλῆς Ἰούδα καὶ ἀπὸ φυλῆς Συμεὼν καὶ ἀπὸ φυλῆς Βενιαμὶν κληρωτὶ, πόλεις δεκατρεῖς.
7567	ΙΗΣΟΥΣ ΝΑΥΗ 21:6	δεκατρεῖς	δέκα τρεῖς	Yes	No	\vs{6}Καὶ τοῖς υἱοῖς Γεδσὼν ἀπὸ τῆς φυλῆς Ἰσσάχαρ καὶ ἀπὸ τῆς φυλῆς Ἀσὴρ καὶ ἀπὸ τῆς φυλῆς Νεφθαλὶ καὶ ἀπὸ τοῦ ἡμίσους φυλῆς Μανασσῆ ἐν τῇ Βασὰν, πόλεις δεκατρεῖς.
7584	ΙΗΣΟΥΣ ΝΑΥΗ 21:19	δεκατρεῖς	δέκα τρεῖς	Yes	No	\vs{19}Πᾶσαι αἱ πόλεις υἱῶν Ἀαρὼν τῶν ἱερέων, δεκατρεῖς.
7600	ΙΗΣΟΥΣ ΝΑΥΗ 21:33	δεκατρεῖς	δέκα τρεῖς	Yes	No	\vs{33}Πᾶσαι αἱ πόλεις τοῦ Γεδσὼν κατὰ δήμους αὐτῶν, πόλεις δεκατρεῖς.
7608	ΙΗΣΟΥΣ ΝΑΥΗ 21:40	δεκαδύο	δέκα δύο	Yes	No	\vs{40}Πᾶσαι αἱ πόλεις τοῖς υἱοῖς Μεραρὶ κατὰ δήμους αὐτῶν τῶν καταλελειμμένων ἀπὸ τῆς φυλῆς τῆς Λευί· καὶ ἐγενήθη τὰ ὅρια αἱ πόλεις δεκαδύο.
7610	ΙΗΣΟΥΣ ΝΑΥΗ 21:41	τεσσαρακονταοκτὼ	τεσσαράκοντα ὀκτὼ	Yes	No	\vs{41}Πᾶσαι πόλεις τῶν Λευιτῶν ἐν μέσῳ κατασχέσεως υἱῶν Ἰσραὴλ, τεσσαρακονταοκτὼ πόλεις, καὶ τὰ περισπόρια αὐτῶν
7653	ΙΗΣΟΥΣ ΝΑΥΗ 22:25	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{25}Καὶ ὅρια ἔθηκε Κύριος ἀναμέσον ἡμῶν καὶ ὑμῶν τὸν Ἰορδάνην, καὶ οὐκ ἔστιν ὑμῖν μερὶς Κυρίου· καὶ ἀπαλλοτριώσουσιν οἱ υἱοὶ ὑμῶν τοὺς υἱῶν ἡμῶν, ἵνα μὴ σέβωνται Κύριον.
7655	ΙΗΣΟΥΣ ΝΑΥΗ 22:27	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{27}ἀλλʼ ἵνα ᾖ τοῦτο μαρτύριον ἀναμέσον ἡμῶν καὶ ὑμῶν, καὶ ἀναμέσον τῶν γενεῶν ἡμῶν μεθʼ ἡμᾶς, τοῦ λατρεύειν λατρείαν Κυρίου ἐναντίον αὐτοῦ, ἐν τοῖς καρπώμασιν ἡμῶν καὶ ἐν ταῖς θυσίαις ἡμῶν καὶ ἐν ταῖς θυσίαις τῶν σωτηρίων ἡμῶν· καὶ οὐκ ἐροῦσι τὰ τέκνα ὑμῶν τοῖς τέκνοις ἡμῶν αὔριον, οὐκ ἔστιν ὑμῖν μερὶς Κυρίου.
7655	ΙΗΣΟΥΣ ΝΑΥΗ 22:27	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{27}ἀλλʼ ἵνα ᾖ τοῦτο μαρτύριον ἀναμέσον ἡμῶν καὶ ὑμῶν, καὶ ἀναμέσον τῶν γενεῶν ἡμῶν μεθʼ ἡμᾶς, τοῦ λατρεύειν λατρείαν Κυρίου ἐναντίον αὐτοῦ, ἐν τοῖς καρπώμασιν ἡμῶν καὶ ἐν ταῖς θυσίαις ἡμῶν καὶ ἐν ταῖς θυσίαις τῶν σωτηρίων ἡμῶν· καὶ οὐκ ἐροῦσι τὰ τέκνα ὑμῶν τοῖς τέκνοις ἡμῶν αὔριον, οὐκ ἔστιν ὑμῖν μερὶς Κυρίου.
7656	ΙΗΣΟΥΣ ΝΑΥΗ 22:28	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{28}Καὶ εἴπαμεν, ἐὰν γένηταί ποτε καὶ λαλήσωσι πρὸς ἡμᾶς, ἢ ταῖς γενεαῖς ἡμῶν αὔριον, καὶ ἐροῦσιν, ἴδετε ὁμοίωμα τοῦ θυσιαστηρίου Κυρίου, ὃ ἐποίησαν οἱ πατέρες ἡμῶν οὐχ ἕνεκεν καρπωμάτων οὐδὲ ἕνεκεν θυσιῶν, ἀλλὰ μαρτύριόν ἐστιν ἀναμέσον ὑμῶν καὶ ἀναμέσον ἡμῶν, καὶ ἀναμέσον τῶν υἱῶν ἡμῶν.
7656	ΙΗΣΟΥΣ ΝΑΥΗ 22:28	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{28}Καὶ εἴπαμεν, ἐὰν γένηταί ποτε καὶ λαλήσωσι πρὸς ἡμᾶς, ἢ ταῖς γενεαῖς ἡμῶν αὔριον, καὶ ἐροῦσιν, ἴδετε ὁμοίωμα τοῦ θυσιαστηρίου Κυρίου, ὃ ἐποίησαν οἱ πατέρες ἡμῶν οὐχ ἕνεκεν καρπωμάτων οὐδὲ ἕνεκεν θυσιῶν, ἀλλὰ μαρτύριόν ἐστιν ἀναμέσον ὑμῶν καὶ ἀναμέσον ἡμῶν, καὶ ἀναμέσον τῶν υἱῶν ἡμῶν.
7656	ΙΗΣΟΥΣ ΝΑΥΗ 22:28	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{28}Καὶ εἴπαμεν, ἐὰν γένηταί ποτε καὶ λαλήσωσι πρὸς ἡμᾶς, ἢ ταῖς γενεαῖς ἡμῶν αὔριον, καὶ ἐροῦσιν, ἴδετε ὁμοίωμα τοῦ θυσιαστηρίου Κυρίου, ὃ ἐποίησαν οἱ πατέρες ἡμῶν οὐχ ἕνεκεν καρπωμάτων οὐδὲ ἕνεκεν θυσιῶν, ἀλλὰ μαρτύριόν ἐστιν ἀναμέσον ὑμῶν καὶ ἀναμέσον ἡμῶν, καὶ ἀναμέσον τῶν υἱῶν ἡμῶν.
7664	ΙΗΣΟΥΣ ΝΑΥΗ 22:34	ἀναμέσον	ἀνὰ μέσον	Yes	No	\vs{34}Καὶ ἐπωνόμασεν Ἰησοῦς τὸν βωμὸν τῶν Ῥουβὴν καὶ τῶν Γὰδ καὶ τοῦ ἡμίσους φυλῆς Μανασσῆ, καὶ εἶπεν, ὅτι μαρτύριόν ἐστιν ἀναμέσον αὐτῶν, ὅτι Κύριος ὁ Θεὸς αὐτῶν ἐστι.
7670	ΙΗΣΟΥΣ ΝΑΥΗ 23:4	ἐξωλόθρευσα	ἐξωλέθρευσα	Yes	No	\vs{4}Ἴδετε ὅτι ἐπέῤῥιφα ὑμῖν τὰ ἔθνη τὰ καταλελειμμένα ὑμῖν ταῦτα ἐν τοῖς κλήροις εἰς τὰς φυλὰς ὑμῶν, ἀπὸ τοῦ Ἰορδάνου πάντα τὰ ἔθνη, καὶ ἐξωλόθρευσα, καὶ ἀπὸ τῆς θαλάσσης τῆς μεγάλης ὁριεῖ ἐπὶ δυσμὰς ἡλίου.
7672	ΙΗΣΟΥΣ ΝΑΥΗ 23:5	ἐξολοθρεύσει	ἐξολεθρεύσῃ	Yes	No	\vs{5}Κύριος δὲ ὁ Θεὸς ἡμῶν οὗτος ἐξολοθρεύσει αὐτοὺς ἀπὸ προσώπου ἡμῶν, ἕως ἂν ἀπόλωνται· καὶ ἀποστελεῖ αὐτοῖς τὰ θηρία τὰ ἄγρια, ἕως ἂν ἐξολοθρεύσῃ αὐτοὺς καὶ τοὺς βασιλεῖς αὐτῶν ἀπὸ προσώπου ὑμῶν, καὶ κατακληρονομήσετε τὴν γῆν αὐτῶν, καθὰ ἐλάλησε Κύριος ὁ Θεὸς ἡμῶν ὑμῖν.
7672	ΙΗΣΟΥΣ ΝΑΥΗ 23:5	ἐξολοθρεύσῃ	ἐξολεθρεύσῃ	Yes	No	\vs{5}Κύριος δὲ ὁ Θεὸς ἡμῶν οὗτος ἐξολοθρεύσει αὐτοὺς ἀπὸ προσώπου ἡμῶν, ἕως ἂν ἀπόλωνται· καὶ ἀποστελεῖ αὐτοῖς τὰ θηρία τὰ ἄγρια, ἕως ἂν ἐξολοθρεύσῃ αὐτοὺς καὶ τοὺς βασιλεῖς αὐτῶν ἀπὸ προσώπου ὑμῶν, καὶ κατακληρονομήσετε τὴν γῆν αὐτῶν, καθὰ ἐλάλησε Κύριος ὁ Θεὸς ἡμῶν ὑμῖν.
7676	ΙΗΣΟΥΣ ΝΑΥΗ 23:9	ἐξολοθρεύσει	ἐξολεθρεύσει	Yes	No	\vs{9}Καὶ ἐξολοθρεύσει αὐτοὺς Κύριος ἀπὸ προσώπου ὑμῶν ἔθνη μεγάλα καὶ ἰσχυρά· καὶ οὐδεὶς ἀντέστη κατενώπιον ἡμῶν ἕως τῆς ἡμέρας ταύτης.
7684	ΙΗΣΟΥΣ ΝΑΥΗ 23:15	ἐξολοθρεύσῃ	ἐξολεθρεύσῃ	Yes	No	\vs{15}Καὶ ἔσται ὃν τρόπον ἥκει πρὸς ἡμᾶς πάντα τὰ ῥήματα τὰ καλὰ, ἃ ἐλάλησε Κύριος ἐφʼ ὑμᾶς· οὕτως ἐπάξει Κύριος ὁ Θεὸς ἐφʼ ὑμᾶς πάντα τὰ ῥήματα τὰ πονηρὰ ἕως ἂν ἐξολοθρεύσῃ ὑμᾶς ἀπὸ τῆς γῆς τῆς ἀγαθῆς ταύτης, ἧς ἔδωκε Κύριος ὑμῖν,
